id,lokalitet,hovedlokalitet,kommune,fylke,lat,lon,count,observers
2490275,Storblokktjønna,Ervika (Frøya),Frøya,Trøndelag,63.741709,8.799861,7,2
440102,Aunvatnet-Grytelva,Grytelva naturreservat,Hitra,Trøndelag,63.535629,8.521706,7,2
2155182,dyrket mark v/Sandvika vest,Sandvika (Frøya),Frøya,Trøndelag,63.75003,8.684867,7,3
2413892,Svalbardskjæra,Hammarvika,Frøya,Trøndelag,63.695923,8.818752,7,2
355082,Hestvika,,Hitra,Trøndelag,63.564398,9.198793,7,2
1904162,vest for Frøya Havbruksservice,Hammarvika,Frøya,Trøndelag,63.696031,8.808323,7,2
2832765,Solheim,Kverva,Frøya,Trøndelag,63.7038,8.527545,7,3
2435055,Aune v/Staulstraumen,,Frøya,Trøndelag,63.794918,8.796285,7,4
2144282,vest av Myra,Ansnes,Hitra,Trøndelag,63.631449,8.975975,7,2
2144796,dyrket mark langs Ulvøyveien 2,Ulvøya,Hitra,Trøndelag,63.674013,9.046062,7,2
2144795,Berget vest,Ulvøya,Hitra,Trøndelag,63.665901,9.072562,7,2
2823526,Harraneset,Fjellværsøya,Hitra,Trøndelag,63.642551,9.170038,7,2
2825076,Grindskarheia,Ulvøya,Hitra,Trøndelag,63.672746,9.044669,7,2
2823545,Storvarden,Ulvøya,Hitra,Trøndelag,63.667475,9.096197,7,2
2153890,Dolmsundet ved Hopsjøen,Melandsjø,Hitra,Trøndelag,63.630528,8.72345,7,3
2823529,Botnvikfjellet,Fjellværsøya,Hitra,Trøndelag,63.643456,9.127557,7,2
2118755,Melkåa v/Nabeita,Nabeita,Frøya,Trøndelag,63.695609,8.786844,7,4
785423,Beitemark Ø av sauefjøset,Titran,Frøya,Trøndelag,63.672272,8.312776,7,9
428384,Kaldklov,,Hitra,Trøndelag,63.574086,8.982811,7,5
2413885,Kaibakkan nord,Neset (Frøya),Frøya,Trøndelag,63.769571,8.81603,7,2
364989,Valvåg,Kvisten,Frøya,Trøndelag,63.697392,8.445161,7,5
2413895,Melkheia sør,Hammarvika,Frøya,Trøndelag,63.704298,8.80561,7,2
2154770,skog v/Merradalen øst,Nordskaget,Frøya,Trøndelag,63.700166,8.564798,7,2
2475752,Ulvøya,,Hitra,Trøndelag,63.682824,9.07956,7,2
2120586,Uttikrysset,Dyrvik,Frøya,Trøndelag,63.76085,8.81515,7,5
540113,Mausundfjorden,,Frøya,Trøndelag,63.837894,8.665715,7,4
2144212,Leirvikveien 2-4,Fjellværsøya,Hitra,Trøndelag,63.653863,9.117361,7,2
2197340,Vollaelva v/Leikvamsveien,,Hitra,Trøndelag,63.600316,8.70331,7,2
2228407,ved Hammarveien,Hammarvika,Frøya,Trøndelag,63.700334,8.814323,6,3
2154759,Lasset,Håvika,Frøya,Trøndelag,63.669519,8.35965,6,6
3268696,sjøområdene utenfor Ervika,,Frøya,Trøndelag,63.751416,8.858458,6,2
2422311,Tisundet,Uttian,Frøya,Trøndelag,63.765604,8.873379,6,3
2269502,Jakthaugen,Uttian,Frøya,Trøndelag,63.767713,8.876163,6,3
2154761,Klevatnet sør,Håvika,Frøya,Trøndelag,63.672901,8.376395,6,7
352423,Hammarvika,,Frøya,Trøndelag,63.698471,8.808655,6,8
2154768,vann Ø for kulturmark,Malmmyran,Frøya,Trøndelag,63.697145,8.488343,6,6
2149220,Bogøya,Bogøyvær,Frøya,Trøndelag,63.872015,8.549168,6,4
2830491,NØ av Storholmbukta,Aukaøya,Frøya,Trøndelag,63.790773,8.740428,6,3
476377,Saltnesvågfjæra,Uttian,Frøya,Trøndelag,63.76757,8.863928,6,2
2824626,jorder ved Storstuggu,Straum (Hitra),Hitra,Trøndelag,63.56251,8.750813,6,4
2825661,Sveheia,,Hitra,Trøndelag,63.581037,8.669021,6,4
1896745,Vest av Nordsvalveien,Uttian,Frøya,Trøndelag,63.774724,8.876208,6,2
3338728,Staulberget,Uttian,Frøya,Trøndelag,63.769781,8.866471,6,3
2503643,høyde V av Nordskag oppvekstsenter,Nordskaget,Frøya,Trøndelag,63.70585,8.549383,6,6
382705,Daløysundet,Daløya,Frøya,Trøndelag,63.677534,8.397047,6,4
2144836,Utfrøyveien 839-864,,Frøya,Trøndelag,63.742432,8.682154,6,9
2448175,høyder V av Fitjan,Kvaløya,Frøya,Trøndelag,63.771977,8.69783,6,5
436674,Fagerstranda,Strømøya,Frøya,Trøndelag,63.776629,8.763721,6,4
2413900,Kvernhuselva nord,Hammarvika,Frøya,Trøndelag,63.705257,8.824582,6,5
427104,Kuøya,Hitra,Hitra,Trøndelag,63.650395,9.025967,6,2
2447683,Notskagvågen,Norddyrøya,Frøya,Trøndelag,63.797596,8.69103,6,3
2177988,Døggersøya,,Frøya,Trøndelag,63.806031,8.665625,6,8
355029,Mastad,Fjellværsøya,Hitra,Trøndelag,63.64486,9.052431,6,2
2155183,skog v/Krutvik øst,Krutvik,Frøya,Trøndelag,63.734319,8.651773,6,8
2820109,V av Dalvikern,Grubba,Frøya,Trøndelag,63.682911,8.650444,6,4
2448162,Postvika øst,Strømøya,Frøya,Trøndelag,63.788499,8.789584,6,3
2153885,Dolmøy industripark,Dolmøya,Hitra,Trøndelag,63.651001,8.821025,6,3
2824885,Sveen,,Hitra,Trøndelag,63.621501,8.692377,6,3
2825664,øst av Bårfjellet,,Hitra,Trøndelag,63.624634,8.705807,6,3
2197327,kulturmark v/Meland,Melandsjø,Hitra,Trøndelag,63.622583,8.733754,6,3
1168459,Høyneset,Titran,Frøya,Trøndelag,63.67116,8.30108,6,3
2144056,Lamøyvågen,,Hitra,Trøndelag,63.652719,9.046852,6,2
2144269,Vågan,Fjellværsøya,Hitra,Trøndelag,63.636492,9.050697,6,2
2158807,Kuhaugen,Skardsvågen,Frøya,Trøndelag,63.685663,8.661969,6,2
2174518,Auka nord,Aukaøya,Frøya,Trøndelag,63.778721,8.744623,6,3
2446921,Holmatjønna,Bekken,Frøya,Trøndelag,63.678024,8.57556,6,2
2144035,Kalvtrøa,Kvernøya,Frøya,Trøndelag,63.782245,8.690706,6,4
356951,Klubben,,Frøya,Trøndelag,63.758273,8.705573,6,6
2153894,Bjørdalsmoa,,Hitra,Trøndelag,63.59565,8.630232,6,2
440154,Aunøya,Sandstad,Hitra,Trøndelag,63.523468,9.1255,6,3
1615585,turbin A01 (5),Frøya vindkraftverk,Frøya,Trøndelag,63.696688,8.634966,6,2
2456838,Djupmyra boligfelt,Hammarvika,Frøya,Trøndelag,63.701667,8.808664,6,2
3001736,blandingsskog v/Dalenveien,Fjellværsøya,Hitra,Trøndelag,63.662473,9.090025,6,2
603140,Granplanting NØ av kapell,Titran,Frøya,Trøndelag,63.6703,8.311761,6,6
2813318,Sjøområdet nord av Kjervågsund,Titran,Frøya,Trøndelag,63.696485,8.321714,6,2
2435052,sjøområdene ved Kuøya,Mausundvær,Frøya,Trøndelag,63.865772,8.641227,6,2
2158802,parkeringsplass v/Frøya renovasjon,Kvisten,Frøya,Trøndelag,63.686631,8.443894,6,2
811705,Eidsøya,Barmfjorden,Hitra,Trøndelag,63.618607,8.892387,6,2
2277346,Klovningen,Mausundvær,Frøya,Trøndelag,63.865396,8.621347,6,2
2422455,Kuppulvika,Ervika (Frøya),Frøya,Trøndelag,63.754483,8.832874,5,2
2810740,havområdene N av Langflesa,Kya,Frøya,Trøndelag,63.786003,8.308949,5,6
3268722,sjøen vest for Skagan,Svellingen,Frøya,Trøndelag,63.800594,8.811871,5,4
381424,Norddalen,,Frøya,Trøndelag,63.768403,8.749115,5,3
353348,Bremnesstuva,,Frøya,Trøndelag,63.744975,8.671554,5,7
3288435,Mannbruholmen,,Frøya,Trøndelag,63.848103,8.553704,5,2
3288437,skjær V av Singsøya,Bogøyvær,Frøya,Trøndelag,63.870041,8.561502,5,2
360426,Langevatn,,Hitra,Trøndelag,63.53715,9.063534,5,3
3293654,Gressplenen ved Skaga,Nordhammaren,Frøya,Trøndelag,63.701181,8.828616,5,2
2233901,Fillaunet sør,Fillan,Hitra,Trøndelag,63.606267,8.966013,5,4
2825253,Sildevågveien,Fjellværsøya,Hitra,Trøndelag,63.658133,9.062115,5,4
439468,Kongenstjønna,Ervika (Frøya),Frøya,Trøndelag,63.75003,8.821977,5,2
2919670,Lunheim,Frøya,Frøya,Trøndelag,63.690525,8.454369,5,5
2149240,Innersetra-Fitjan,Norddyrøya,Frøya,Trøndelag,63.772783,8.704199,5,6
2162680,avkjøring Auka,Aukaøya,Frøya,Trøndelag,63.775815,8.744291,5,4
1363074,Bustvik fiskeoppdrett,Titran,Frøya,Trøndelag,63.664283,8.343615,5,6
2482359,Draget (vipe),Titran,Frøya,Trøndelag,63.672395,8.293139,5,8
2437481,Bustvika vest,Bustvika,Frøya,Trøndelag,63.675511,8.38103,5,7
2155185,bukt v/Espneset,Espneset,Frøya,Trøndelag,63.716763,8.591245,5,7
2413544,Myrvarden,Haugen (Frøya),Frøya,Trøndelag,63.683238,8.427563,5,6
441928,Hærnesbrua,Hernes,Hitra,Trøndelag,63.501821,8.361725,5,4
355080,Akset,,Hitra,Trøndelag,63.503472,8.975355,5,3
2402794,Leiholmtaren,,Frøya,Trøndelag,63.860746,8.506031,5,4
2402618,Sjønhalsen kretshus,,Frøya,Trøndelag,63.783543,8.702429,5,5
2155195,ved tjern V av avkj. Veita,Malmmyran,Frøya,Trøndelag,63.697802,8.491478,5,3
2446927,bukt v/Dragsneset,,Frøya,Trøndelag,63.787285,8.740177,5,4
2286746,Fjellværsøyveien 144,,Hitra,Trøndelag,63.63368,9.127665,5,2
428400,Utsikten,Fillan,Hitra,Trøndelag,63.596313,8.97505,5,5
855491,Lyngheiene SØ av Skibuvatnet,Titran,Frøya,Trøndelag,63.67328,8.318822,5,7
2825380,høyde mlm. Litlvatnet og Litlvågen,,Hitra,Trøndelag,63.617095,8.949933,5,2
2825147,Søraunet,,Hitra,Trøndelag,63.572271,8.799043,5,2
2144814,Breidvika,Fjellværsøya,Hitra,Trøndelag,63.651655,9.11834,5,2
2825073,Snæringen øst,,Hitra,Trøndelag,63.581077,8.823208,5,2
2825643,Sageidet,,Hitra,Trøndelag,63.564801,8.779622,5,2
355042,Åsvang,Dolmøya,Hitra,Trøndelag,63.648892,8.823693,5,6
2503963,Lyngheier V av Vikan,,Frøya,Trøndelag,63.794228,8.777115,5,3
2867412,jorde ved Straum,Straum (Hitra),Hitra,Trøndelag,63.565197,8.744336,5,2
426429,Volnestjønna,,Hitra,Trøndelag,63.571123,8.707002,5,4
2430557,skog v/Kverva,Kverva,Frøya,Trøndelag,63.705901,8.528884,5,2
1363058,Sund N-NØ av Slettringen,Titran,Frøya,Trøndelag,63.669977,8.262596,5,8
3091164,Storjamnungen,,Frøya,Trøndelag,63.804029,8.645009,5,5
642106,Kystadvatnet,,Frøya,Trøndelag,63.688411,8.429027,5,4
355037,Jektvika,Dolmøya,Hitra,Trøndelag,63.648305,8.800175,5,2
2144443,Prestvikbukta,Ulvøya,Hitra,Trøndelag,63.66773,9.10916,5,2
2447662,Uggsteinen,,Frøya,Trøndelag,63.838967,8.553704,5,2
1514129,Sulfjorden sør,,Frøya,Trøndelag,63.806896,8.62786,5,3
2447672,Skarvskjæret,Fjølværet,Frøya,Trøndelag,63.810159,8.619569,5,2
425461,Litjvatnet,Sandstad,Hitra,Trøndelag,63.528946,9.083782,5,2
356973,Garnvika,Kvaløya,Frøya,Trøndelag,63.795101,8.719111,5,2
3288998,Dragsnesveien,Kvaløya,Frøya,Trøndelag,63.7894,8.746626,5,2
1747685,Ml. Holmskogen og Lundskogen,Titran,Frøya,Trøndelag,63.673758,8.308365,5,16
2121639,Nesseet,,Frøya,Trøndelag,63.768276,8.81391,5,2
2149232,sjøområdene v/Mannbruholmen,,Frøya,Trøndelag,63.848321,8.558879,5,4
627227,Straum,Straum (Hitra),Hitra,Trøndelag,63.561538,8.748711,5,2
451036,Lokknes,,Frøya,Trøndelag,63.683114,8.693096,5,2
2126855,Hjertøyholmen,Nordskaget,Frøya,Trøndelag,63.716126,8.559292,4,2
777813,Hallarvika,Dolmøya,Hitra,Trøndelag,63.64159,8.694524,4,3
793213,Lyngværet,,Frøya,Trøndelag,63.802375,8.548251,4,2
1896752,Staulholmen,Uttian,Frøya,Trøndelag,63.777185,8.863901,4,2
724758,Heiavalen,Titran,Frøya,Trøndelag,63.667439,8.297433,4,7
2834166,Træsåa nedre,,Frøya,Trøndelag,63.685595,8.67088,4,6
636580,Stort tjern S av Vågsenden,Titran,Frøya,Trøndelag,63.67947,8.337686,4,6
542827,Vågsvågtjønnin,Titran,Frøya,Trøndelag,63.681565,8.347819,4,13
2447723,Trøastraumen,Kvernøya,Frøya,Trøndelag,63.781702,8.688784,4,4
3283590,Skjervøya,,Frøya,Trøndelag,63.858862,8.542781,4,2
2435054,Øyaveien 87-90,Norddyrøya,Frøya,Trøndelag,63.799805,8.69483,4,3
356974,Krutvik,,Frøya,Trøndelag,63.732089,8.649384,4,4
423634,Ø av Laksvatnet,Laksvatnet,Hitra,Trøndelag,63.57437,8.961153,4,2
2422312,Madsvågveien 21-27,Dyrvik,Frøya,Trøndelag,63.761863,8.820127,4,3
2834172,Øver Nesadalen,,Frøya,Trøndelag,63.686185,8.657343,4,3
2469816,Lyngheia,Titran,Frøya,Trøndelag,63.670156,8.325703,4,3
3313348,Langrumpa,Uttian,Frøya,Trøndelag,63.767804,8.8678,4,2
2158806,myr Ø av Daløya,Daløya,Frøya,Trøndelag,63.680462,8.402922,4,4
3316953,Håvika østre,Håvika,Frøya,Trøndelag,63.668232,8.363118,4,4
2426770,Hokkøya - Remingen,Sulfjorden,Frøya,Trøndelag,63.846163,8.600812,4,5
911642,Ø av Litlvatnet,,Hitra,Trøndelag,63.614252,8.953239,4,3
2810233,Nordjamnungen,,Frøya,Trøndelag,63.803608,8.65065,4,10
2446931,Åmanngjortheia,Aukaøya,Frøya,Trøndelag,63.777669,8.736251,4,6
2126859,Svellingsundet,,Frøya,Trøndelag,63.802379,8.800831,4,3
2809869,Leirvikveien ved Skjønhalsen,,Frøya,Trøndelag,63.777431,8.69633,4,2
1961569,mlm Bustbergvatnet og Staulvågen,Strømøya,Frøya,Trøndelag,63.783495,8.788901,4,3
2448710,Vann ved renovasjonsplassen,,Frøya,Trøndelag,63.694765,8.436205,4,2
1615595,turbin C03 (13),Frøya vindkraftverk,Frøya,Trøndelag,63.706339,8.678471,4,2
2441705,Eidsdalen,Eid,Hitra,Trøndelag,63.618751,8.932784,4,2
2825141,Heggvika,,Hitra,Trøndelag,63.615011,9.034563,4,2
2824583,Sjøbakken,,Hitra,Trøndelag,63.609769,8.632127,4,2
2144270,Mastad øst,Fjellværsøya,Hitra,Trøndelag,63.647133,9.056518,4,2
440779,Herøysvaet,Fjellværsøya,Hitra,Trøndelag,63.656,9.137789,4,2
2825532,Nordaunet,,Hitra,Trøndelag,63.573858,8.801972,4,2
2823530,sør av Botnvågveien,Fjellværsøya,Hitra,Trøndelag,63.644645,9.119122,4,2
2825219,Nordøverdalen,,Hitra,Trøndelag,63.589086,8.833727,4,2
2825378,Langs Knarrlagsundveien ved Naustbakken,,Hitra,Trøndelag,63.617813,8.937096,4,2
2427548,sør av Vetan,Fjellværsøya,Hitra,Trøndelag,63.657009,9.098452,4,2
2825388,ved Melandsjøveien 79,Dolmsundet,Hitra,Trøndelag,63.634773,8.772642,4,2
2427552,Ørnheia,Fjellværsøya,Hitra,Trøndelag,63.646511,9.1141,4,2
2153886,dyrket mark v/Vikstrøm,Dolmøya,Hitra,Trøndelag,63.635323,8.805116,4,3
2823546,Litlvarden,Ulvøya,Hitra,Trøndelag,63.669917,9.099368,4,2
1887045,Trovågveien,Ulvøya,Hitra,Trøndelag,63.668861,9.057075,4,2
2144206,N av Aurebon,Ulvøya,Hitra,Trøndelag,63.656184,9.106069,4,2
2144274,V av Skottsgrindan,Fjellværsøya,Hitra,Trøndelag,63.650291,9.064154,4,2
2825224,N av Skottsgrindan,Fjellværsøya,Hitra,Trøndelag,63.653289,9.062456,4,2
2825254,Storvågfjellet,Fjellværsøya,Hitra,Trøndelag,63.640381,9.16402,4,2
2133582,Tjern V for Mekanikerhagen,Titran,Frøya,Trøndelag,63.671033,8.323771,4,3
2814662,Auka,Aukaøya,Frøya,Trøndelag,63.772568,8.742315,4,3
2402620,Dyrøyveien 524,,Frøya,Trøndelag,63.782226,8.700992,4,4
2356157,kirkegård v/Vågan,,Frøya,Trøndelag,63.792169,8.685658,4,4
2397047,sør av Tuvnes settefisk,Tuvnes,Frøya,Trøndelag,63.72772,8.631759,4,2
2149217,Skjerdingen,,Frøya,Trøndelag,63.873586,8.600614,4,3
2845889,Dyrøyveien 1003,Sørdyrøya,Frøya,Trøndelag,63.786876,8.656193,4,2
2852296,Faksvågmyra,Grefsnes,Hitra,Trøndelag,63.547916,8.450245,4,3
642001,Skogsøya,Mausundvær,Frøya,Trøndelag,63.845941,8.628255,4,14
2910690,Hatland,Barman,Hitra,Trøndelag,63.613194,8.843303,4,2
388343,Sørvågen,,Hitra,Trøndelag,63.632718,8.75216,4,3
2268280,dam v/Staulvågen,Uttian,Frøya,Trøndelag,63.777832,8.872804,4,2
3002172,Fjorden utafor Sveneset,Barmfjorden,Hitra,Trøndelag,63.610539,8.860686,4,2
3002199,Sandstad fergekai,Sandstad,Hitra,Trøndelag,63.517821,9.111863,4,2
911636,Straumsvika,,Hitra,Trøndelag,63.621397,8.846726,4,2
460903,Heimerøya,Ulvøya,Hitra,Trøndelag,63.673917,9.113337,4,2
2153878,dyrket mark v/tunnelinnslag,Dolmøya,Hitra,Trøndelag,63.654035,8.819875,4,3
3226923,Måsøyvalveien,Måsøyvalen,Frøya,Trøndelag,63.705269,8.516056,4,2
793226,Skognesvatnet,,Hitra,Trøndelag,63.603767,8.649078,4,2
2356158,Dyrøy,Norddyrøya,Frøya,Trøndelag,63.796636,8.681876,4,3
792306,Besselvassheia,,Frøya,Trøndelag,63.714519,8.739647,4,2
2277522,Vassøysvaet,Mausundvær,Frøya,Trøndelag,63.858645,8.631534,4,2
643201,Litldola,,Frøya,Trøndelag,63.668244,8.382674,4,6
1129683,Sjøområdet utenfor Otersundet,Titran,Frøya,Trøndelag,63.663043,8.273807,4,5
356952,Postvika,Strømøya,Frøya,Trøndelag,63.787841,8.788973,4,4
2459030,skog v/Kattugltjønna,,Frøya,Trøndelag,63.688665,8.558914,4,2
2157332,Skagamyran,,Hitra,Trøndelag,63.583531,8.959563,4,3
370204,Tunnelinnslag,Dolmøya,Hitra,Trøndelag,63.653871,8.821429,4,3
2144024,Fjøshaugen sør,Norddyrøya,Frøya,Trøndelag,63.796128,8.675156,4,2
1892453,Bogøyvær til Sula,,Frøya,Trøndelag,63.864114,8.515167,4,4
2658973,Tetjønna,Titran,Frøya,Trøndelag,63.672802,8.307144,4,5
1364282,Ml. Mekanikerhagen og Nyjord,Titran,Frøya,Trøndelag,63.672782,8.328775,4,4
2142917,Åker ved utfrøyvegen 691,,Frøya,Trøndelag,63.753693,8.696033,4,2
1615586,turbin B03 (7),Frøya vindkraftverk,Frøya,Trøndelag,63.699227,8.647129,4,2
2238174,Ternekoloni v Holahaugen,Nordskaget,Frøya,Trøndelag,63.70622,8.54959,4,2
2330011,Havet mellom Kya og Sula,,Frøya,Trøndelag,63.814896,8.341172,4,2
3246483,Flatvalveien,Flatval,Frøya,Trøndelag,63.690668,8.761422,3,2
3268691,Seibalen,,Hitra,Trøndelag,63.665598,8.823055,3,2
2576069,Melkvika - Ytterbarman,Barman,Hitra,Trøndelag,63.634107,8.838515,3,2
3279981,Klubbamyran,,Frøya,Trøndelag,63.752652,8.694012,3,2
2149221,skjær Ø av Vardøya,Bogøyvær,Frøya,Trøndelag,63.874978,8.544631,3,3
3294494,Skogholt ved Børaunet,,Frøya,Trøndelag,63.715339,8.841785,3,2
3293657,Karvika,Nordhammaren,Frøya,Trøndelag,63.700839,8.831877,3,2
2153909,dyrket mark v/Mittistua,Straum (Hitra),Hitra,Trøndelag,63.562966,8.745827,3,4
3308939,Trillheia,Fjellværsøya,Hitra,Trøndelag,63.654744,9.073308,3,2
2825222,myr S av Skjulsvika,,Hitra,Trøndelag,63.613909,8.657271,3,4
2833105,Malmmyran - vanntank,Malmmyran,Frøya,Trøndelag,63.696966,8.502985,3,4
1137717,Vidarbakken,,Frøya,Trøndelag,63.74916,8.824088,3,2
3316257,Holt i Ervika,Ervika (Frøya),Frøya,Trøndelag,63.746132,8.827484,3,2
2228404,Skaga,Nordhammaren,Frøya,Trøndelag,63.70105,8.828714,3,5
2487083,N av Vollavatnet,,Frøya,Trøndelag,63.777792,8.695584,3,4
2831415,vest av Holbekken,Aukaøya,Frøya,Trøndelag,63.790209,8.719893,3,4
2488444,Panna,,Frøya,Trøndelag,63.780372,8.730897,3,4
3323846,Ytterst Sulsveien,Sula,Frøya,Trøndelag,63.848534,8.455006,3,2
2132252,Hammarvika gjestehavn,Hammarvika,Frøya,Trøndelag,63.695975,8.813982,3,2
2430333,Hammarvikbakkan,Hammarvika,Frøya,Trøndelag,63.697687,8.801361,3,2
2459082,Lomsmyrhaugan,,Frøya,Trøndelag,63.711484,8.59067,3,6
2413539,høyde v/Strømøybotnen,,Frøya,Trøndelag,63.778824,8.790913,3,6
2430625,Salmar,Nordskaget,Frøya,Trøndelag,63.709912,8.560352,3,6
661086,Ml. Grasberget og Melkstadheia,Titran,Frøya,Trøndelag,63.674383,8.34711,3,7
456270,Aukaøya,,Frøya,Trøndelag,63.777304,8.738955,3,5
2810752,Kya havn,Kya,Frøya,Trøndelag,63.772953,8.314061,3,7
2447674,Dyrøyskjæra,Norddyrøya,Frøya,Trøndelag,63.801875,8.667422,3,4
646077,Dolm kirke,Dolmøya,Hitra,Trøndelag,63.633133,8.70808,3,3
2402631,Synstøya,,Frøya,Trøndelag,63.805984,8.68944,3,6
2608530,Kvalværet,,Frøya,Trøndelag,63.809691,8.712724,3,5
2447601,Storvika,,Frøya,Trøndelag,63.67898,8.646464,3,2
2116780,dyrkamark v/Auna,,Frøya,Trøndelag,63.718799,8.614799,3,3
2488421,Fagerstranda vest,,Frøya,Trøndelag,63.774077,8.752825,3,3
2397044,V av Ladalsheia,,Frøya,Trøndelag,63.764178,8.755259,3,3
2824608,innmark S av Naseterheia,,Hitra,Trøndelag,63.592239,8.640607,3,2
2825654,N av Hofstadhalten,,Hitra,Trøndelag,63.571523,8.699663,3,2
2824586,dyrket mark S av Hamn,,Hitra,Trøndelag,63.610807,8.634499,3,2
2825257,sørøst av Ingeborgvika,Fjellværsøya,Hitra,Trøndelag,63.659608,9.064136,3,2
2825114,Nordsætra,Fjellværsøya,Hitra,Trøndelag,63.623924,9.111378,3,2
2825096,Fjellværøyveien,Fjellværsøya,Hitra,Trøndelag,63.633668,9.12921,3,2
2153893,Valmyra,,Hitra,Trøndelag,63.621038,8.668293,3,3
2825117,Kammen,Fjellværsøya,Hitra,Trøndelag,63.625165,9.104309,3,2
2825372,Vollavatnet vest av Vesthitterveien,,Hitra,Trøndelag,63.595766,8.840626,3,2
2824584,Varden,,Hitra,Trøndelag,63.611505,8.639197,3,2
2825246,Føllmyra,,Hitra,Trøndelag,63.617422,9.055728,3,2
2824603,Bjørdalen,,Hitra,Trøndelag,63.596258,8.639359,3,2
352430,Melkstadvatnet,,Frøya,Trøndelag,63.680095,8.620826,3,2
2825110,Stranda,Fjellværsøya,Hitra,Trøndelag,63.631629,9.123721,3,2
2823536,skogkledd høyde v/snuplass,Ulvøya,Hitra,Trøndelag,63.671774,9.107084,3,2
2825295,nord av Merkesåa,,Hitra,Trøndelag,63.569408,8.718042,3,2
2448219,Brønnøya,,Hitra,Trøndelag,63.64482,9.010587,3,2
2831438,Store Hattøya,,Frøya,Trøndelag,63.85053,8.623414,3,5
2513440,Hallaren,Hallarn,Frøya,Trøndelag,63.675068,8.611744,3,2
2447668,Gildklakken,Sula,Frøya,Trøndelag,63.864332,8.486555,3,2
2831821,Avløysa nord,Avløysa,Frøya,Trøndelag,63.6731,8.554504,3,2
2830047,Gullmundsvågen,,Frøya,Trøndelag,63.686384,8.352419,3,2
2402668,sjøområdene vest av Litle-Aursøya,Mausundvær,Frøya,Trøndelag,63.869194,8.623387,3,2
2832743,Gurvikdalen sørøst,Gurvikdalen,Frøya,Trøndelag,63.76458,8.747318,3,4
769644,Lynghei S av Mekanikerhagen,Titran,Frøya,Trøndelag,63.670104,8.327158,3,12
2871140,Dalsvika,,Frøya,Trøndelag,63.670431,8.373709,3,2
769641,Vindmøllene,,Frøya,Trøndelag,63.667889,8.345502,3,6
440320,Espneset,,Frøya,Trøndelag,63.718195,8.591532,3,3
2430335,Valaveien,,Frøya,Trøndelag,63.722387,8.617619,3,2
2958068,Uttiveien,,Frøya,Trøndelag,63.768324,8.837823,3,2
2834161,Halten,Skardsvågen,Frøya,Trøndelag,63.691843,8.687436,3,2
2269495,Staulvågen øst,Uttian,Frøya,Trøndelag,63.779416,8.873163,3,2
1651668,Ml. Gunnarvassdalen og Storgropa,Titran,Frøya,Trøndelag,63.669499,8.342232,3,3
2189480,Sør av Vågsenden,Titran,Frøya,Trøndelag,63.678793,8.336078,3,4
3018367,Kultrumark,Lunde,Frøya,Trøndelag,63.703852,8.809517,3,3
355566,Veltheian,Titran,Frøya,Trøndelag,63.679335,8.3555,3,5
355077,Barmfjorden,,Hitra,Trøndelag,63.61925,8.875714,3,2
853227,Brua ved skolen,Titran,Frøya,Trøndelag,63.66971,8.31318,3,4
1870489,Nord av Valmovatnet,Titran,Frøya,Trøndelag,63.683923,8.31893,3,3
2197323,myr v/Grasdalsvatnet,Stutvassdalen,Frøya,Trøndelag,63.70618,8.703373,3,2
2413542,Utfrøyveien 1095-1103,Krutvik,Frøya,Trøndelag,63.730797,8.646141,3,2
3164539,Store Burøya,,Frøya,Trøndelag,63.87122,8.682352,3,4
2144833,dyrket mark S av Krutvika,Krutvik,Frøya,Trøndelag,63.730531,8.64853,3,2
2678148,Ørndalsvågen,Hammarvatnet,Frøya,Trøndelag,63.727,8.807586,3,5
2441710,Aukneshoman,Ulvøya,Hitra,Trøndelag,63.666331,9.11454,3,2
2459035,mlm Talvikvatnet og Halsholman,Storfjordkastet,Frøya,Trøndelag,63.686256,8.549329,3,2
439910,Dalasundet,Gurvikdalen,Frøya,Trøndelag,63.768026,8.733637,3,3
2162685,bukt v/Vikan,Svellingen,Frøya,Trøndelag,63.793752,8.784993,3,3
2461417,Avløysa vest,Avløysa,Frøya,Trøndelag,63.672264,8.550111,3,2
2347730,Rasteplass langs Kvervaveien,Malmmyran,Frøya,Trøndelag,63.698698,8.500344,3,2
2278931,Langåsen øst,Flatval,Frøya,Trøndelag,63.693033,8.775013,3,3
2518553,dyrket mark v/Bekken,Bekken,Frøya,Trøndelag,63.673439,8.578228,3,2
2513730,Storheia,Stororta,Frøya,Trøndelag,63.668188,8.539511,3,2
2528724,Båthavna Melandsjøen,Melandsjø,Hitra,Trøndelag,63.628772,8.725094,3,4
2591566,Fillan gjenvinningsstasjoin,,Hitra,Trøndelag,63.597068,8.97355,3,2
2597837,bukt langs Buaveien,,Frøya,Trøndelag,63.688741,8.481327,3,2
352389,Strømøya,,Frøya,Trøndelag,63.786825,8.780682,3,2
371446,Skardsvågen,,Frøya,Trøndelag,63.684265,8.672587,3,2
356948,Tuvnes,,Frøya,Trøndelag,63.72739,8.624258,3,4
356949,Tungvågen,,Frøya,Trøndelag,63.73719,8.664538,3,4
2155164,Vikasund,,Frøya,Trøndelag,63.802363,8.775507,3,2
2153896,Hestnes øst,Hestnes,Hitra,Trøndelag,63.587751,8.619928,3,2
2162684,myr v/Vikasund snuplass,,Frøya,Trøndelag,63.799753,8.776486,3,2
