latS,lonW,latin,count
57,2,Larus marinus,236
57,2,Fulmarus glacialis,195
57,2,Morus bassanus,142
57,2,Rissa tridactyla,124
57,2,Larus canus,100
57,2,Larus argentatus,74
57,2,Larus fuscus,47
57,2,Coloeus monedula,35
57,2,Sturnus vulgaris,33
57,2,Falco tinnunculus,28
57,2,Chroicocephalus ridibundus,24
57,2,Turdus merula,23
57,2,Accipiter nisus,22
57,2,Corvus cornix,22
57,2,Uria aalge,20
57,2,Asio flammeus,19
57,2,Asio otus,19
57,2,Turdus pilaris,18
57,2,Stercorarius skua,16
57,2,Erithacus rubecula,16
57,2,Hirundo rustica,16
57,2,Oenanthe oenanthe,15
57,2,Sylvia atricapilla,13
57,2,Phylloscopus trochilus,11
57,2,Anthus pratensis,10
57,2,Turdus iliacus,10
57,2,Ficedula hypoleuca,10
57,2,Sylvia borin,10
57,2,Columba palumbus,10
57,2,Turdus philomelos,9
57,2,Scolopax rusticola,8
57,2,Phylloscopus collybita,8
57,2,Phalacrocorax carbo,7
57,2,Columba livia,7
57,2,Phoenicurus phoenicurus,7
57,2,Corvus corone,7
57,2,Pandion haliaetus,6
57,2,Delichon urbicum,6
57,2,Sylvia curruca,6
57,2,Troglodytes troglodytes,6
57,2,Falco peregrinus,5
57,2,Larus hyperboreus,5
57,2,Larus glaucoides,5
57,2,Haematopus ostralegus,5
57,2,Motacilla alba,5
57,6,Larus marinus,3554
57,6,Somateria mollissima,2952
57,6,Larus argentatus,2337
57,6,Phalacrocorax carbo,1781
57,6,Haematopus ostralegus,1381
57,6,Phalacrocorax aristotelis,1309
57,6,Morus bassanus,1249
57,6,Larus canus,1206
57,6,Anser anser,982
57,6,Larus fuscus,932
57,6,Melanitta nigra,919
57,6,Corvus cornix,896
57,6,Anthus petrosus,859
57,6,Parus major,827
57,6,Mergus serrator,814
57,6,Turdus merula,801
57,6,Anthus pratensis,690
57,6,Cyanistes caeruleus,655
57,6,Erithacus rubecula,641
57,6,Bucephala clangula,629
57,6,Motacilla alba,608
57,6,Oenanthe oenanthe,567
57,6,Rissa tridactyla,520
57,6,Acanthis flammea,519
57,6,Fringilla coelebs,501
57,6,Phylloscopus trochilus,497
57,6,Hirundo rustica,488
57,6,Troglodytes troglodytes,475
57,6,Gavia stellata,439
57,6,Uria aalge,419
57,6,Pica pica,419
57,6,Anas platyrhynchos,389
57,6,Ardea cinerea,380
57,6,Haliaeetus albicilla,377
57,6,Turdus philomelos,376
57,6,Chloris chloris,369
57,6,Spinus spinus,358
57,6,Falco peregrinus,351
57,6,Accipiter nisus,346
57,6,Sitta europaea,335
57,6,Falco tinnunculus,335
57,6,Sylvia atricapilla,330
57,6,Alca torda,317
57,6,Cygnus olor,314
57,6,Sturnus vulgaris,314
57,6,Stercorarius parasiticus,309
57,6,Linaria cannabina,309
57,6,Prunella modularis,308
57,6,Phylloscopus collybita,306
57,6,Fulmarus glacialis,302
57,6,Corvus corax,288
57,6,Tringa totanus,277
57,6,Actitis hypoleucos,270
57,6,Tadorna tadorna,266
57,6,Regulus regulus,262
57,6,Columba palumbus,257
57,6,Hydrobates pelagicus,250
57,6,Alle alle,248
57,6,Sylvia communis,245
57,6,Melanitta fusca,243
57,6,Jynx torquilla,240
57,6,Calidris alpina,238
57,6,Chroicocephalus ridibundus,228
57,6,Turdus pilaris,226
57,6,Stercorarius skua,215
57,6,Numenius arquata,212
57,6,Sylvia curruca,201
57,6,Picus viridis,198
57,6,Calidris maritima,192
57,6,Sterna hirundo,184
57,6,Calidris canutus,171
57,6,Clangula hyemalis,169
57,6,Numenius phaeopus,167
57,6,Anas crecca,167
57,6,Gavia immer,155
57,6,Fringilla montifringilla,153
57,6,Anthus trivialis,149
57,6,Sylvia borin,147
57,6,Loxia curvirostra,147
57,6,Emberiza schoeniclus,144
57,6,Cuculus canorus,144
57,6,Alauda arvensis,140
57,6,Buteo lagopus,139
57,6,Buteo buteo,139
57,6,Charadrius hiaticula,137
57,6,Carduelis carduelis,128
57,6,Cepphus grylle,127
57,6,Emberiza citrinella,126
57,6,Calidris alba,122
57,6,Turdus iliacus,121
57,6,Periparus ater,119
57,6,Dendrocopos major,116
57,6,Arenaria interpres,116
57,6,Pluvialis apricaria,113
57,6,Tringa nebularia,113
57,6,Apus apus,111
57,6,Ficedula hypoleuca,108
57,6,Garrulus glandarius,108
57,6,Motacilla cinerea,106
57,6,Muscicapa striata,105
57,6,Linaria flavirostris,100
57,6,Gavia arctica,98
57,6,Passer montanus,98
57,6,Aythya fuligula,91
57,6,Phoenicurus phoenicurus,90
57,6,Fratercula arctica,88
57,6,Scolopax rusticola,88
57,6,Pyrrhula pyrrhula,81
57,6,Branta leucopsis,80
57,6,Certhia familiaris,75
57,6,Gallinago gallinago,73
57,6,Phoenicurus ochruros,73
57,6,Mergus merganser,73
57,6,Falco columbarius,72
57,6,Branta bernicla,70
57,6,Dryobates minor,70
57,6,Passer domesticus,66
57,6,Caprimulgus europaeus,66
57,6,Saxicola rubetra,65
57,6,Stercorarius pomarinus,64
57,6,Sterna paradisaea,64
57,6,Mareca penelope,63
57,6,Accipiter gentilis,58
57,6,Gavia adamsii,57
57,6,Podiceps auritus,57
57,6,Delichon urbicum,57
57,6,Aegithalos caudatus,57
57,6,Puffinus puffinus,57
57,6,Limosa lapponica,54
57,6,Motacilla flava,53
57,6,Turdus viscivorus,51
57,6,Vanellus vanellus,50
57,6,Asio flammeus,49
57,6,Riparia riparia,46
57,6,Tringa ochropus,44
57,6,Tachybaptus ruficollis,44
57,6,Bombycilla garrulus,44
57,6,Pluvialis squatarola,43
57,6,Poecile montanus,42
57,6,Lanius excubitor,39
57,6,Calidris minuta,38
57,6,Saxicola rubicola,38
57,6,Tringa glareola,36
57,6,Podiceps grisegena,35
57,6,Corvus corone,35
57,6,Turdus torquatus,33
57,6,Strix aluco,33
57,6,Coloeus monedula,31
57,6,Coccothraustes coccothraustes,30
57,6,Calidris pugnax,30
57,6,Thalasseus sandvicensis,29
57,6,Hippolais icterina,29
57,6,Carpodacus erythrinus,29
57,6,Streptopelia decaocto,29
57,6,Pandion haliaetus,28
57,6,Poecile palustris,27
57,6,Puffinus griseus,27
57,6,Picus canus,26
57,6,Eremophila alpestris,26
57,6,Plectrophenax nivalis,25
57,6,Circus cyaneus,24
57,6,Loxia pytyopsittacus,24
57,6,Phylloscopus inornatus,22
57,6,Falco rusticolus,20
57,6,Aythya marila,19
57,6,Loxia leucoptera,19
57,6,Aquila chrysaetos,18
57,6,Lophophanes cristatus,18
57,6,Acrocephalus scirpaceus,18
57,6,Anser brachyrhynchus,17
57,6,Cygnus cygnus,16
57,6,Rallus aquaticus,15
57,6,Circus aeruginosus,15
57,6,Larus hyperboreus,15
57,6,Larus glaucoides,15
57,6,Calcarius lapponicus,15
57,6,Columba oenas,15
57,6,Luscinia svecica,15
57,6,Branta canadensis,14
57,6,Hydrocoloeus minutus,14
57,6,Pernis apivorus,13
57,6,Cinclus cinclus,13
57,6,Asio otus,13
57,6,Lanius collurio,13
57,6,Acrocephalus palustris,12
57,6,Acrocephalus schoenobaenus,11
57,6,Lyrurus tetrix,10
57,6,Stercorarius longicaudus,10
57,6,Oceanodroma leucorhoa,10
57,6,Anas acuta,10
57,6,Glaucidium passerinum,10
57,6,Dryocopus martius,9
57,6,Calidris ferruginea,9
57,6,Serinus serinus,9
57,6,Corvus frugilegus,8
57,6,Nucifraga caryocatactes,8
57,6,Mareca strepera,8
57,6,Tringa erythropus,7
57,6,Lymnocryptes minimus,7
57,6,Sylvia nisoria,7
57,6,Columba livia,7
57,6,Milvus milvus,7
57,6,Regulus ignicapilla,7
57,6,Podiceps cristatus,6
57,6,Lullula arborea,6
57,6,Surnia ulula,6
57,6,Milvus migrans,6
57,6,Acanthis hornemanni,6
57,6,Curruca cantillans,6
57,6,Dendrocopos leucotos,5
57,6,Calidris temminckii,5
57,6,Anthus cervinus,5
57,6,Lanius senator,5
57,6,Locustella naevia,5
57,6,Phylloscopus sibillatrix,5
57,8,Fulmarus glacialis,128
57,8,Morus bassanus,70
57,8,Larus marinus,31
57,8,Stercorarius skua,28
57,8,Larus argentatus,21
57,8,Larus fuscus,11
57,8,Rissa tridactyla,11
57,8,Phalacrocorax carbo,9
57,8,Phalacrocorax aristotelis,8
57,8,Uria aalge,6
57,8,Somateria mollissima,6
57,8,Larus canus,6
58,2,Fulmarus glacialis,380
58,2,Larus marinus,357
58,2,Morus bassanus,266
58,2,Larus argentatus,177
58,2,Rissa tridactyla,173
58,2,Larus fuscus,120
58,2,Larus canus,111
58,2,Phalacrocorax carbo,55
58,2,Falco tinnunculus,55
58,2,Corvus corone,43
58,2,Accipiter nisus,35
58,2,Motacilla alba,28
58,2,Sturnus vulgaris,28
58,2,Larus hyperboreus,26
58,2,Stercorarius skua,26
58,2,Oenanthe oenanthe,25
58,2,Turdus iliacus,23
58,2,Turdus merula,22
58,2,Hirundo rustica,21
58,2,Fringilla coelebs,19
58,2,Anthus petrosus,18
58,2,Corvus cornix,16
58,2,Erithacus rubecula,16
58,2,Columba palumbus,16
58,2,Uria aalge,15
58,2,Phylloscopus collybita,14
58,2,Chroicocephalus ridibundus,13
58,2,Larus glaucoides,12
58,2,Turdus pilaris,12
58,2,Sylvia atricapilla,11
58,2,Ardea cinerea,11
58,2,Anthus pratensis,10
58,2,Fringilla montifringilla,10
58,2,Regulus regulus,9
58,2,Scolopax rusticola,8
58,2,Asio flammeus,8
58,2,Phalacrocorax aristotelis,7
58,2,Sylvia borin,7
58,2,Phoenicurus ochruros,7
58,2,Phylloscopus trochilus,5
58,2,Columba livia,5
58,2,Phoenicurus phoenicurus,5
58,4,Corvus cornix,50685
58,4,Anas platyrhynchos,45874
58,4,Larus canus,43484
58,4,Sturnus vulgaris,40049
58,4,Larus argentatus,39760
58,4,Turdus merula,36652
58,4,Haematopus ostralegus,31494
58,4,Vanellus vanellus,31386
58,4,Somateria mollissima,29712
58,4,Motacilla alba,28787
58,4,Parus major,27226
58,4,Cygnus olor,26298
58,4,Bucephala clangula,26231
58,4,Phalacrocorax carbo,26207
58,4,Larus marinus,25847
58,4,Pica pica,25420
58,4,Passer domesticus,24878
58,4,Columba palumbus,24362
58,4,Mareca penelope,24254
58,4,Numenius arquata,23055
58,4,Hirundo rustica,23015
58,4,Anthus pratensis,22879
58,4,Erithacus rubecula,22739
58,4,Charadrius hiaticula,22622
58,4,Chroicocephalus ridibundus,22250
58,4,Tringa totanus,22131
58,4,Fringilla coelebs,21760
58,4,Aythya fuligula,21591
58,4,Calidris alpina,20896
58,4,Anas crecca,20416
58,4,Cyanistes caeruleus,20283
58,4,Mergus serrator,20206
58,4,Anser anser,19981
58,4,Tadorna tadorna,19828
58,4,Ardea cinerea,18829
58,4,Alauda arvensis,18164
58,4,Larus fuscus,17664
58,4,Chloris chloris,17541
58,4,Melanitta fusca,17176
58,4,Troglodytes troglodytes,17111
58,4,Melanitta nigra,16732
58,4,Turdus pilaris,16709
58,4,Podiceps cristatus,16707
58,4,Phalacrocorax aristotelis,16002
58,4,Coloeus monedula,15878
58,4,Passer montanus,15796
58,4,Clangula hyemalis,15431
58,4,Anthus petrosus,15374
58,4,Oenanthe oenanthe,15236
58,4,Phylloscopus collybita,13602
58,4,Fulica atra,13224
58,4,Turdus iliacus,12921
58,4,Phylloscopus trochilus,12584
58,4,Linaria cannabina,12550
58,4,Gavia immer,12409
58,4,Cygnus cygnus,11924
58,4,Gallinago gallinago,11253
58,4,Gavia stellata,11203
58,4,Emberiza citrinella,11096
58,4,Streptopelia decaocto,11060
58,4,Accipiter nisus,11054
58,4,Actitis hypoleucos,10965
58,4,Riparia riparia,10947
58,4,Falco peregrinus,10594
58,4,Haliaeetus albicilla,10412
58,4,Corvus frugilegus,10175
58,4,Mareca strepera,10041
58,4,Morus bassanus,9921
58,4,Mergus merganser,9878
58,4,Carduelis carduelis,9729
58,4,Sylvia atricapilla,9570
58,4,Limosa lapponica,9550
58,4,Columba livia,9351
58,4,Acrocephalus schoenobaenus,9204
58,4,Calidris canutus,8973
58,4,Acanthis flammea,8910
58,4,Aythya marila,8859
58,4,Emberiza schoeniclus,8843
58,4,Corvus corax,8671
58,4,Regulus regulus,8611
58,4,Buteo buteo,8570
58,4,Arenaria interpres,8568
58,4,Spinus spinus,8548
58,4,Turdus philomelos,8488
58,4,Spatula clypeata,8220
58,4,Fringilla montifringilla,8144
58,4,Tringa nebularia,8081
58,4,Calidris pugnax,8054
58,4,Pluvialis apricaria,8030
58,4,Limosa limosa,7958
58,4,Circus aeruginosus,7473
58,4,Dendrocopos major,7310
58,4,Apus apus,7210
58,4,Periparus ater,7208
58,4,Calidris alba,6999
58,4,Sitta europaea,6964
58,4,Anas acuta,6772
58,4,Mergellus albellus,6635
58,4,Podiceps auritus,6624
58,4,Cepphus grylle,6614
58,4,Tachybaptus ruficollis,6538
58,4,Motacilla cinerea,6472
58,4,Calidris minuta,6177
58,4,Gallinula chloropus,5722
58,4,Branta leucopsis,5712
58,4,Branta canadensis,5628
58,4,Circus cyaneus,5526
58,4,Accipiter gentilis,5523
58,4,Alca torda,5405
58,4,Pluvialis squatarola,5270
58,4,Aythya ferina,4977
58,4,Sterna hirundo,4915
58,4,Uria aalge,4884
58,4,Anser brachyrhynchus,4840
58,4,Calidris maritima,4756
58,4,Corvus corone,4725
58,4,Sterna paradisaea,4532
58,4,Prunella modularis,4346
58,4,Loxia curvirostra,4272
58,4,Numenius phaeopus,4125
58,4,Rallus aquaticus,4098
58,4,Poecile montanus,3966
58,4,Anser albifrons,3933
58,4,Saxicola rubetra,3887
58,4,Calidris ferruginea,3813
58,4,Sylvia communis,3667
58,4,Pyrrhula pyrrhula,3621
58,4,Scolopax rusticola,3614
58,4,Falco tinnunculus,3547
58,4,Tringa glareola,3469
58,4,Motacilla flava,3219
58,4,Tringa erythropus,3167
58,4,Locustella naevia,3115
58,4,Tringa ochropus,3100
58,4,Gavia arctica,3089
58,4,Linaria flavirostris,3039
58,4,Certhia familiaris,3021
58,4,Saxicola rubicola,3015
58,4,Spatula querquedula,2911
58,4,Podiceps grisegena,2831
58,4,Cinclus cinclus,2797
58,4,Delichon urbicum,2721
58,4,Phasianus colchicus,2714
58,4,Falco columbarius,2698
58,4,Plectrophenax nivalis,2649
58,4,Rissa tridactyla,2640
58,4,Cuculus canorus,2640
58,4,Buteo lagopus,2624
58,4,Branta bernicla,2572
58,4,Anthus trivialis,2528
58,4,Sylvia borin,2359
58,4,Hydrocoloeus minutus,2273
58,4,Garrulus glandarius,2240
58,4,Ardea alba,2207
58,4,Ficedula hypoleuca,2091
58,4,Thalasseus sandvicensis,2077
58,4,Alle alle,2048
58,4,Acrocephalus scirpaceus,2037
58,4,Muscicapa striata,1981
58,4,Larus hyperboreus,1967
58,4,Larus glaucoides,1967
58,4,Sylvia curruca,1959
58,4,Charadrius dubius,1886
58,4,Coccothraustes coccothraustes,1790
58,4,Dryobates minor,1780
58,4,Bombycilla garrulus,1760
58,4,Coturnix coturnix,1681
58,4,Aegithalos caudatus,1655
58,4,Anser fabalis,1589
58,4,Strix aluco,1550
58,4,Asio flammeus,1497
58,4,Calidris temminckii,1461
58,4,Crex crex,1439
58,4,Fulmarus glacialis,1359
58,4,Lophophanes cristatus,1357
58,4,Calcarius lapponicus,1334
58,4,Stercorarius parasiticus,1260
58,4,Stercorarius skua,1252
58,4,Melanitta perspicillata,1251
58,4,Gavia adamsii,1179
58,4,Phoenicurus phoenicurus,1168
58,4,Phoenicurus ochruros,1162
58,4,Aix galericulata,1142
58,4,Grus grus,1049
58,4,Anser indicus,1023
58,4,Jynx torquilla,1017
58,4,Loxia leucoptera,1004
58,4,Cygnus columbianus,1002
58,4,Falco rusticolus,956
58,4,Turdus torquatus,954
58,4,Egretta garzetta,932
58,4,Hippolais icterina,903
58,4,Lanius excubitor,896
58,4,Lymnocryptes minimus,895
58,4,Turdus viscivorus,871
58,4,Charadrius morinellus,858
58,4,Picus canus,849
58,4,Asio otus,834
58,4,Anser serrirostris,830
58,4,Loxia pytyopsittacus,827
58,4,Recurvirostra avosetta,798
58,4,Fratercula arctica,747
58,4,Eremophila alpestris,732
58,4,Ichthyaetus melanocephalus,727
58,4,Mareca americana,725
58,4,Phylloscopus sibillatrix,720
58,4,Phylloscopus inornatus,717
58,4,Picus viridis,712
58,4,Calidris melanotos,706
58,4,Panurus biarmicus,638
58,4,Columba oenas,582
58,4,Porzana porzana,575
58,4,Aquila chrysaetos,558
58,4,Regulus ignicapilla,547
58,4,Surnia ulula,534
58,4,Chlidonias niger,515
58,4,Anas carolinensis,503
58,4,Anthus richardi,499
58,4,Alcedo atthis,475
58,4,Acrocephalus palustris,420
58,4,Calidris falcinellus,420
58,4,Nucifraga caryocatactes,412
58,4,Aythya collaris,411
58,4,Lanius collurio,409
58,4,Phalaropus lobatus,402
58,4,Sternula albifrons,385
58,4,Tadorna ferruginea,365
58,4,Pandion haliaetus,353
58,4,Polysticta stelleri,350
58,4,Dryocopus martius,346
58,4,Oenanthe deserti,341
58,4,Acrocephalus arundinaceus,339
58,4,Anser caerulescens,333
58,4,Puffinus puffinus,320
58,4,Hydrobates pelagicus,319
58,4,Platalea leucorodia,313
58,4,Streptopelia turtur,305
58,4,Puffinus griseus,297
58,4,Netta rufina,293
58,4,Carpodacus erythrinus,290
58,4,Botaurus stellaris,286
58,4,Stercorarius pomarinus,283
58,4,Charadrius leschenaultii,271
58,4,Larus delawarensis,270
58,4,Lyrurus tetrix,263
58,4,Milvus milvus,263
58,4,Dendrocopos leucotos,256
58,4,Anthus spinoletta,254
58,4,Circus macrourus,247
58,4,Hydroprogne caspia,247
58,4,Larus cachinnans,246
58,4,Phalaropus fulicarius,245
58,4,Ciconia ciconia,244
58,4,Calidris subruficollis,244
58,4,Podilymbus podiceps,242
58,4,Sibirionetta formosa,232
58,4,Bubulcus ibis,228
58,4,Calidris fuscicollis,227
58,4,Motacilla citreola,219
58,4,Streptopelia orientalis,213
58,4,Sylvia nisoria,211
58,4,Phylloscopus fuscatus,206
58,4,Tringa flavipes,203
58,4,Aythya affinis,203
58,4,Locustella luscinioides,199
58,4,Alopochen aegyptiaca,198
58,4,Emberiza pusilla,195
58,4,Luscinia svecica,191
58,4,Himantopus himantopus,179
58,4,Branta ruficollis,179
58,4,Chlidonias leucopterus,172
58,4,Emberiza leucocephalos,167
58,4,Falco subbuteo,166
58,4,Emberiza calandra,165
58,4,Pluvialis fulva,162
58,4,Somateria spectabilis,162
58,4,Calidris bairdii,161
58,4,Pinicola enucleator,160
58,4,Oenanthe pleschanka,159
58,4,Gelochelidon nilotica,157
58,4,Upupa epops,156
58,4,Falco vespertinus,153
58,4,Chroicocephalus philadelphia,151
58,4,Acanthis hornemanni,143
58,4,Pastor roseus,142
58,4,Lullula arborea,138
58,4,Turdus atrogularis,136
58,4,Pluvialis dominica,134
58,4,Glareola nordmanni,134
58,4,Luscinia luscinia,133
58,4,Calidris pusilla,130
58,4,Podiceps nigricollis,129
58,4,Poecile palustris,129
58,4,Oxyura jamaicensis,128
58,4,Xema sabini,115
58,4,Glaucidium passerinum,114
58,4,Ficedula parva,113
58,4,Locustella fluviatilis,113
58,4,Phylloscopus humei,111
58,4,Pernis apivorus,102
58,4,Tringa stagnatilis,102
58,4,Milvus migrans,102
58,4,Aegolius funereus,100
58,4,Anas rubripes,98
58,4,Phylloscopus proregulus,96
58,4,Remiz pendulinus,95
58,4,Charadrius alexandrinus,89
58,4,Acrocephalus dumetorum,89
58,4,Curruca iberiae,87
58,4,Motacilla tschutschensis,84
58,4,Aquila heliaca,83
58,4,Bubo bubo,83
58,4,Glareola maldivarum,80
58,4,Lanius senator,80
58,4,Anthus cervinus,74
58,4,Saxicola maurus,71
58,4,Oceanodroma leucorhoa,69
58,4,Anthus rubescens,68
58,4,Circus pygargus,66
58,4,Stercorarius longicaudus,57
58,4,Calidris mauri,56
58,4,Tringa melanoleuca,54
58,4,Leucophaeus pipixcan,54
58,4,Iduna pallida,53
58,4,Picoides tridactylus,49
58,4,Larus michahellis,49
58,4,Phylloscopus trochiloides,47
58,4,Branta hutchinsii,47
58,4,Anthus campestris,45
58,4,Setophaga striata,43
58,4,Curruca cantillans,43
58,4,Calandrella brachydactyla,41
58,4,Calidris himantopus,41
58,4,Limnodromus scolopaceus,40
58,4,Phalaropus tricolor,40
58,4,Xenus cinereus,38
58,4,Apus pallidus,38
58,4,Gypaetus barbatus,36
58,4,Lanius minor,35
58,4,Merops apiaster,34
58,4,Leucophaeus atricilla,34
58,4,Puffinus mauretanicus,33
58,4,Calidris ruficollis,32
58,4,Ficedula albicilla,31
58,4,Chlidonias hybrida,29
58,4,Anthus hodgsoni,29
58,4,Anser erythropus,29
58,4,Aix sponsa,29
58,4,Spatula discors,28
58,4,Plegadis falcinellus,27
58,4,Burhinus oedicnemus,27
58,4,Cairina moschata,27
58,4,Tachymarptis melba,25
58,4,Gallinago media,25
58,4,Anthus godlewskii,25
58,4,Lophodytes cucullatus,24
58,4,Aythya nyroca,23
58,4,Bubo scandiacus,22
58,4,Prunella montanella,21
58,4,Oriolus oriolus,20
58,4,Anas bahamensis,20
58,4,Iduna rama,20
58,4,Lanius cristatus,18
58,4,Iduna caligata,18
58,4,Strix nebulosa,17
58,4,Ardea purpurea,16
58,4,Calidris acuminata,16
58,4,Emberiza rustica,16
58,4,Cygnus atratus,16
58,4,Neophron percnopterus,15
58,4,Acrocephalus agricola,15
58,4,Bucephala albeola,15
58,4,Ficedula albicollis,15
58,4,Emberiza hortulana,13
58,4,Larus smithsonianus,13
58,4,Luscinia megarhynchos,13
58,4,Charadrius mongolus,13
58,4,Ciconia nigra,12
58,4,Phylloscopus orientalis,12
58,4,Perdix perdix,11
58,4,Nycticorax nycticorax,11
58,4,Tetrao urogallus,10
58,4,Anser cygnoides,10
58,4,Oenanthe isabellina,10
58,4,Caprimulgus europaeus,10
58,4,Calonectris diomedea,9
58,4,Oceanodroma monorhis,9
58,4,Melanitta americana,9
58,4,Lagopus lagopus,8
58,4,Syrrhaptes paradoxus,8
58,4,Actitis macularius,8
58,4,Serinus serinus,8
58,4,Mniotilta varia,6
58,4,Tarsiger cyanurus,6
58,4,Phylloscopus schwarzi,6
58,4,Acrocephalus paludicola,6
58,4,Uria lomvia,5
58,4,Anthus gustavi,5
58,4,Phylloscopus bonelli,5
58,4,Tyto alba,5
58,6,Larus argentatus,75672
58,6,Anas platyrhynchos,75092
58,6,Somateria mollissima,75066
58,6,Corvus cornix,68233
58,6,Larus marinus,60530
58,6,Phalacrocorax carbo,59108
58,6,Bucephala clangula,58821
58,6,Motacilla alba,58676
58,6,Turdus merula,56341
58,6,Larus canus,55598
58,6,Parus major,53798
58,6,Fringilla coelebs,51858
58,6,Sturnus vulgaris,47822
58,6,Erithacus rubecula,45296
58,6,Anthus pratensis,44035
58,6,Cygnus olor,42653
58,6,Cyanistes caeruleus,41063
58,6,Hirundo rustica,40034
58,6,Haematopus ostralegus,39705
58,6,Anser anser,39567
58,6,Mergus serrator,37976
58,6,Pica pica,36668
58,6,Phylloscopus trochilus,33204
58,6,Alauda arvensis,33200
58,6,Troglodytes troglodytes,33102
58,6,Vanellus vanellus,32944
58,6,Oenanthe oenanthe,32601
58,6,Ardea cinerea,32354
58,6,Emberiza citrinella,31201
58,6,Larus fuscus,31170
58,6,Columba palumbus,29355
58,6,Chloris chloris,28686
58,6,Melanitta nigra,28548
58,6,Turdus pilaris,28423
58,6,Passer domesticus,27572
58,6,Spinus spinus,26196
58,6,Turdus philomelos,25816
58,6,Anas crecca,25348
58,6,Anthus petrosus,25145
58,6,Tadorna tadorna,23649
58,6,Charadrius hiaticula,22173
58,6,Accipiter nisus,22010
58,6,Linaria cannabina,21881
58,6,Numenius arquata,21737
58,6,Buteo buteo,21318
58,6,Acanthis flammea,21160
58,6,Sylvia atricapilla,21011
58,6,Actitis hypoleucos,20393
58,6,Gallinago gallinago,20377
58,6,Aythya fuligula,19893
58,6,Phalacrocorax aristotelis,19800
58,6,Corvus corax,19605
58,6,Chroicocephalus ridibundus,19305
58,6,Melanitta fusca,18965
58,6,Clangula hyemalis,18892
58,6,Cygnus cygnus,18788
58,6,Sitta europaea,18755
58,6,Calidris alpina,18364
58,6,Turdus iliacus,18084
58,6,Emberiza schoeniclus,17924
58,6,Tringa totanus,17213
58,6,Coloeus monedula,16971
58,6,Mareca penelope,16583
58,6,Morus bassanus,16477
58,6,Phylloscopus collybita,16473
58,6,Regulus regulus,16397
58,6,Dendrocopos major,16177
58,6,Prunella modularis,15869
58,6,Carduelis carduelis,15024
58,6,Pluvialis apricaria,14878
58,6,Apus apus,14219
58,6,Saxicola rubetra,14000
58,6,Mergus merganser,13754
58,6,Falco peregrinus,13597
58,6,Fringilla montifringilla,13577
58,6,Motacilla cinerea,13524
58,6,Picus viridis,13289
58,6,Passer montanus,13259
58,6,Pyrrhula pyrrhula,12522
58,6,Anthus trivialis,12504
58,6,Sylvia communis,12329
58,6,Motacilla flava,12149
58,6,Streptopelia decaocto,12131
58,6,Riparia riparia,11671
58,6,Periparus ater,11663
58,6,Gavia immer,11604
58,6,Podiceps auritus,11380
58,6,Haliaeetus albicilla,11067
58,6,Branta canadensis,10992
58,6,Garrulus glandarius,10856
58,6,Delichon urbicum,10365
58,6,Tringa nebularia,10316
58,6,Gavia stellata,10047
58,6,Falco tinnunculus,9957
58,6,Ficedula hypoleuca,9920
58,6,Coccothraustes coccothraustes,9812
58,6,Loxia curvirostra,9648
58,6,Poecile montanus,9427
58,6,Sylvia borin,8584
58,6,Grus grus,8520
58,6,Circus aeruginosus,8502
58,6,Acrocephalus schoenobaenus,7997
58,6,Scolopax rusticola,7664
58,6,Uria aalge,7146
58,6,Sterna hirundo,7055
58,6,Limosa lapponica,6773
58,6,Certhia familiaris,6601
58,6,Circus cyaneus,6588
58,6,Cinclus cinclus,6544
58,6,Dryobates minor,6497
58,6,Calidris canutus,6477
58,6,Strix aluco,6407
58,6,Corvus corone,6379
58,6,Muscicapa striata,6319
58,6,Jynx torquilla,6264
58,6,Calidris pugnax,6244
58,6,Sylvia curruca,6149
58,6,Tachybaptus ruficollis,6016
58,6,Tringa ochropus,5941
58,6,Tringa glareola,5867
58,6,Cuculus canorus,5794
58,6,Gavia arctica,5787
58,6,Columba livia,5772
58,6,Calidris alba,5574
58,6,Arenaria interpres,5567
58,6,Numenius phaeopus,5544
58,6,Podiceps cristatus,5408
58,6,Falco columbarius,5369
58,6,Aythya marila,5363
58,6,Lophophanes cristatus,5296
58,6,Pluvialis squatarola,5119
58,6,Saxicola rubicola,5090
58,6,Accipiter gentilis,5073
58,6,Turdus viscivorus,5062
58,6,Anser brachyrhynchus,5054
58,6,Alca torda,4889
58,6,Rissa tridactyla,4867
58,6,Aegithalos caudatus,4600
58,6,Rallus aquaticus,4400
58,6,Bombycilla garrulus,4299
58,6,Dryocopus martius,4063
58,6,Pandion haliaetus,4058
58,6,Lanius collurio,4041
58,6,Phoenicurus phoenicurus,4036
58,6,Mergellus albellus,4004
58,6,Corvus frugilegus,3953
58,6,Aythya ferina,3725
58,6,Cepphus grylle,3685
58,6,Buteo lagopus,3660
58,6,Linaria flavirostris,3635
58,6,Podiceps grisegena,3591
58,6,Dendrocopos leucotos,3471
58,6,Calidris minuta,3419
58,6,Columba oenas,3417
58,6,Branta leucopsis,3393
58,6,Poecile palustris,3337
58,6,Alle alle,3326
58,6,Lyrurus tetrix,3315
58,6,Lanius excubitor,3291
58,6,Turdus torquatus,3259
58,6,Fulmarus glacialis,3143
58,6,Phylloscopus sibillatrix,3124
58,6,Picus canus,2883
58,6,Fulica atra,2877
58,6,Anas acuta,2850
58,6,Acrocephalus palustris,2750
58,6,Anser albifrons,2711
