latS,lonW,latin,count
62,10,Anser albifrons,9
62,10,Ardea alba,9
62,10,Falco subbuteo,8
62,10,Emberiza pusilla,8
62,10,Phylloscopus inornatus,8
62,10,Gallinula chloropus,8
62,10,Pernis apivorus,7
62,10,Egretta garzetta,7
62,10,Lymnocryptes minimus,7
62,10,Streptopelia turtur,7
62,10,Somateria mollissima,7
62,10,Spatula cyanoptera,7
62,10,Corvus corone,7
62,10,Chlidonias niger,6
62,10,Acrocephalus dumetorum,6
62,10,Dendrocopos leucotos,5
62,10,Ciconia ciconia,5
62,10,Anser serrirostris,5
62,12,Anthus pratensis,268
62,12,Gavia arctica,231
62,12,Phylloscopus trochilus,228
62,12,Fringilla montifringilla,220
62,12,Oenanthe oenanthe,205
62,12,Motacilla flava,202
62,12,Larus canus,201
62,12,Poecile montanus,193
62,12,Pluvialis apricaria,186
62,12,Melanitta nigra,169
62,12,Turdus pilaris,165
62,12,Cuculus canorus,150
62,12,Numenius phaeopus,149
62,12,Tringa totanus,148
62,12,Tringa nebularia,138
62,12,Acanthis flammea,137
62,12,Lagopus lagopus,132
62,12,Phoenicurus phoenicurus,122
62,12,Motacilla alba,122
62,12,Corvus corax,121
62,12,Actitis hypoleucos,119
62,12,Anas crecca,101
62,12,Corvus cornix,100
62,12,Bucephala clangula,98
62,12,Spinus spinus,93
62,12,Parus major,92
62,12,Turdus iliacus,90
62,12,Tringa glareola,88
62,12,Perisoreus infaustus,88
62,12,Emberiza schoeniclus,86
62,12,Falco tinnunculus,81
62,12,Aythya fuligula,77
62,12,Dendrocopos major,75
62,12,Turdus torquatus,75
62,12,Luscinia svecica,69
62,12,Lagopus muta,67
62,12,Turdus viscivorus,66
62,12,Ficedula hypoleuca,65
62,12,Poecile cinctus,63
62,12,Fringilla coelebs,63
62,12,Gallinago gallinago,58
62,12,Mergus serrator,57
62,12,Falco columbarius,56
62,12,Tetrao urogallus,55
62,12,Sterna paradisaea,55
62,12,Buteo lagopus,54
62,12,Turdus philomelos,53
62,12,Anas platyrhynchos,52
62,12,Plectrophenax nivalis,49
62,12,Mareca penelope,49
62,12,Lophophanes cristatus,48
62,12,Limosa lapponica,45
62,12,Gavia stellata,45
62,12,Lyrurus tetrix,44
62,12,Picoides tridactylus,43
62,12,Pyrrhula pyrrhula,43
62,12,Pandion haliaetus,42
62,12,Regulus regulus,42
62,12,Anthus trivialis,42
62,12,Cygnus cygnus,42
62,12,Bombycilla garrulus,37
62,12,Cinclus cinclus,37
62,12,Erithacus rubecula,35
62,12,Muscicapa striata,35
62,12,Grus grus,34
62,12,Columba palumbus,33
62,12,Clangula hyemalis,33
62,12,Calidris alpina,32
62,12,Hydrocoloeus minutus,30
62,12,Chloris chloris,29
62,12,Pica pica,27
62,12,Sitta europaea,25
62,12,Loxia pytyopsittacus,24
62,12,Mergus merganser,23
62,12,Charadrius morinellus,22
62,12,Charadrius hiaticula,22
62,12,Loxia curvirostra,22
62,12,Sylvia curruca,20
62,12,Delichon urbicum,19
62,12,Aquila chrysaetos,18
62,12,Prunella modularis,17
62,12,Haliaeetus albicilla,16
62,12,Lanius excubitor,16
62,12,Chroicocephalus ridibundus,15
62,12,Dryocopus martius,14
62,12,Vanellus vanellus,14
62,12,Melanitta fusca,14
62,12,Jynx torquilla,14
62,12,Accipiter nisus,13
62,12,Scolopax rusticola,13
62,12,Numenius arquata,13
62,12,Turdus merula,13
62,12,Calidris falcinellus,13
62,12,Stercorarius longicaudus,12
62,12,Certhia familiaris,12
62,12,Surnia ulula,12
62,12,Larus argentatus,11
62,12,Dryobates minor,11
62,12,Hirundo rustica,11
62,12,Tringa ochropus,10
62,12,Phalaropus lobatus,10
62,12,Cyanistes caeruleus,9
62,12,Calcarius lapponicus,9
62,12,Phylloscopus collybita,9
62,12,Aythya marila,9
62,12,Apus apus,9
62,12,Larus fuscus,8
62,12,Falco rusticolus,8
62,12,Calidris temminckii,7
62,12,Hippolais icterina,7
62,12,Spatula clypeata,7
62,12,Motacilla cinerea,6
62,12,Asio flammeus,6
62,12,Anas acuta,6
62,12,Troglodytes troglodytes,6
62,12,Phylloscopus sibillatrix,6
62,12,Calidris pugnax,6
62,12,Sturnus vulgaris,6
62,12,Tringa erythropus,5
63,4,Rissa tridactyla,60
63,4,Fulmarus glacialis,55
63,4,Larus marinus,53
63,4,Morus bassanus,39
63,4,Larus argentatus,38
63,4,Larus fuscus,30
63,4,Stercorarius skua,30
63,4,Stercorarius parasiticus,25
63,4,Larus hyperboreus,23
63,4,Corvus cornix,16
63,4,Larus glaucoides,14
63,4,Oenanthe oenanthe,10
63,4,Hirundo rustica,10
63,4,Falco tinnunculus,9
63,4,Larus canus,7
63,4,Stercorarius pomarinus,6
63,4,Plectrophenax nivalis,6
63,4,Loxia curvirostra,6
63,4,Accipiter nisus,5
63,4,Uria aalge,5
63,4,Asio otus,5
63,4,Phoenicurus phoenicurus,5
63,4,Motacilla alba,5
63,6,Larus argentatus,2839
63,6,Larus marinus,2833
63,6,Haliaeetus albicilla,2704
63,6,Turdus merula,2598
63,6,Ardea cinerea,2512
63,6,Corvus cornix,2359
63,6,Larus canus,2305
63,6,Parus major,2037
63,6,Somateria mollissima,1988
63,6,Haematopus ostralegus,1938
63,6,Anser anser,1828
63,6,Chloris chloris,1754
63,6,Mergus serrator,1737
63,6,Sturnus vulgaris,1724
63,6,Pica pica,1618
63,6,Fringilla coelebs,1578
63,6,Erithacus rubecula,1491
63,6,Phalacrocorax carbo,1428
63,6,Numenius arquata,1326
63,6,Hirundo rustica,1311
63,6,Turdus pilaris,1253
63,6,Phylloscopus collybita,1166
63,6,Anas platyrhynchos,1153
63,6,Cyanistes caeruleus,1066
63,6,Columba palumbus,1066
63,6,Corvus corax,1064
63,6,Anthus pratensis,1044
63,6,Passer domesticus,1039
63,6,Streptopelia decaocto,997
63,6,Sylvia atricapilla,946
63,6,Acanthis flammea,928
63,6,Phylloscopus trochilus,890
63,6,Motacilla alba,841
63,6,Turdus iliacus,825
63,6,Rissa tridactyla,803
63,6,Vanellus vanellus,772
63,6,Anthus petrosus,732
63,6,Troglodytes troglodytes,704
63,6,Tringa totanus,694
63,6,Fringilla montifringilla,545
63,6,Turdus philomelos,535
63,6,Phalacrocorax aristotelis,531
63,6,Spinus spinus,524
63,6,Morus bassanus,512
63,6,Scolopax rusticola,510
63,6,Dendrocopos major,498
63,6,Bucephala clangula,489
63,6,Gallinago gallinago,486
63,6,Accipiter nisus,483
63,6,Cygnus cygnus,455
63,6,Columba livia,451
63,6,Sterna hirundo,432
63,6,Charadrius hiaticula,425
63,6,Carduelis carduelis,423
63,6,Bombycilla garrulus,422
63,6,Cepphus grylle,407
63,6,Pyrrhula pyrrhula,406
63,6,Pluvialis apricaria,404
63,6,Stercorarius parasiticus,399
63,6,Cuculus canorus,398
63,6,Sitta europaea,380
63,6,Oenanthe oenanthe,377
63,6,Clangula hyemalis,367
63,6,Prunella modularis,367
63,6,Cygnus olor,363
63,6,Grus grus,362
63,6,Linaria flavirostris,358
63,6,Melanitta nigra,354
63,6,Sylvia communis,335
63,6,Larus fuscus,330
63,6,Picus viridis,325
63,6,Sterna paradisaea,321
63,6,Actitis hypoleucos,320
63,6,Emberiza citrinella,315
63,6,Periparus ater,313
63,6,Passer montanus,297
63,6,Chroicocephalus ridibundus,284
63,6,Poecile montanus,282
63,6,Branta canadensis,273
63,6,Arenaria interpres,262
63,6,Melanitta fusca,259
63,6,Anas crecca,253
63,6,Alauda arvensis,233
63,6,Calidris maritima,228
63,6,Regulus regulus,225
63,6,Falco tinnunculus,221
63,6,Calidris alpina,220
63,6,Picus canus,208
63,6,Tadorna tadorna,202
63,6,Lophophanes cristatus,198
63,6,Gavia stellata,192
63,6,Tachybaptus ruficollis,185
63,6,Aegithalos caudatus,184
63,6,Poecile palustris,181
63,6,Uria aalge,177
63,6,Certhia familiaris,161
63,6,Ficedula hypoleuca,159
63,6,Saxicola rubicola,159
63,6,Strix aluco,155
63,6,Gavia immer,154
63,6,Falco columbarius,148
63,6,Emberiza schoeniclus,146
63,6,Limosa lapponica,144
63,6,Lyrurus tetrix,132
63,6,Larus hyperboreus,132
63,6,Garrulus glandarius,131
63,6,Sylvia curruca,127
63,6,Loxia pytyopsittacus,122
63,6,Anser brachyrhynchus,122
63,6,Calidris pugnax,121
63,6,Loxia curvirostra,121
63,6,Falco peregrinus,120
63,6,Saxicola rubetra,113
63,6,Linaria cannabina,112
63,6,Aythya fuligula,111
63,6,Numenius phaeopus,110
63,6,Plectrophenax nivalis,104
63,6,Lanius excubitor,101
63,6,Larus glaucoides,94
63,6,Branta leucopsis,94
63,6,Phoenicurus phoenicurus,94
63,6,Podiceps auritus,92
63,6,Mareca penelope,89
63,6,Podiceps grisegena,87
63,6,Dendrocopos leucotos,86
63,6,Alle alle,86
63,6,Anthus trivialis,86
63,6,Alca torda,84
63,6,Accipiter gentilis,80
63,6,Gavia arctica,77
63,6,Tringa nebularia,75
63,6,Delichon urbicum,70
63,6,Muscicapa striata,70
63,6,Fulmarus glacialis,69
63,6,Gavia adamsii,69
63,6,Acrocephalus schoenobaenus,67
63,6,Turdus torquatus,64
63,6,Pinicola enucleator,62
63,6,Stercorarius skua,58
63,6,Puffinus griseus,58
63,6,Aquila chrysaetos,57
63,6,Hippolais icterina,57
63,6,Fratercula arctica,56
63,6,Coloeus monedula,55
63,6,Loxia leucoptera,49
63,6,Mareca strepera,49
63,6,Apus apus,48
63,6,Mergus merganser,48
63,6,Nucifraga caryocatactes,46
63,6,Asio flammeus,46
63,6,Anas acuta,46
63,6,Pluvialis squatarola,45
63,6,Limosa limosa,44
63,6,Turdus viscivorus,44
63,6,Cinclus cinclus,44
63,6,Mergellus albellus,42
63,6,Anser albifrons,41
63,6,Riparia riparia,40
63,6,Streptopelia turtur,39
63,6,Buteo lagopus,37
63,6,Lymnocryptes minimus,36
63,6,Phylloscopus inornatus,35
63,6,Dryocopus martius,34
63,6,Lagopus lagopus,33
63,6,Pluvialis fulva,33
63,6,Falco rusticolus,33
63,6,Coccothraustes coccothraustes,32
63,6,Coturnix coturnix,31
63,6,Calidris minuta,31
63,6,Anser indicus,29
63,6,Stercorarius pomarinus,28
63,6,Calidris canutus,28
63,6,Rallus aquaticus,27
63,6,Aythya marila,27
63,6,Branta bernicla,27
63,6,Acanthis hornemanni,26
63,6,Puffinus puffinus,25
63,6,Motacilla flava,24
63,6,Calidris ferruginea,23
63,6,Corvus frugilegus,23
63,6,Motacilla cinerea,23
63,6,Calcarius lapponicus,23
63,6,Upupa epops,23
63,6,Sylvia borin,21
63,6,Circus cyaneus,20
63,6,Emberiza melanocephala,20
63,6,Stercorarius longicaudus,18
63,6,Melanocorypha calandra,18
63,6,Aythya ferina,18
63,6,Hydrobates pelagicus,18
63,6,Dryobates minor,17
63,6,Circus aeruginosus,16
63,6,Calidris alba,16
63,6,Buteo buteo,15
63,6,Anser fabalis,15
63,6,Tringa glareola,14
63,6,Podiceps cristatus,14
63,6,Ardea alba,14
63,6,Tetrao urogallus,13
63,6,Pandion haliaetus,13
63,6,Glareola nordmanni,13
63,6,Surnia ulula,13
63,6,Somateria spectabilis,13
63,6,Glaucidium passerinum,13
63,6,Jynx torquilla,13
63,6,Fulica atra,12
63,6,Charadrius morinellus,11
63,6,Locustella naevia,11
63,6,Lanius collurio,11
63,6,Alcedo atthis,10
63,6,Gallinula chloropus,10
63,6,Hydrocoloeus minutus,10
63,6,Porzana porzana,9
63,6,Picoides tridactylus,9
63,6,Tringa ochropus,9
63,6,Polysticta stelleri,9
63,6,Eremophila alpestris,9
63,6,Cairina moschata,9
63,6,Egretta garzetta,8
63,6,Xema sabini,8
63,6,Calidris temminckii,8
63,6,Corvus corone,8
63,6,Lanius minor,7
63,6,Acrocephalus dumetorum,7
63,6,Crex crex,7
63,6,Phalaropus fulicarius,7
63,6,Spatula clypeata,7
63,6,Tringa erythropus,6
63,6,Lullula arborea,6
63,6,Luscinia svecica,6
63,6,Luscinia megarhynchos,6
63,6,Spatula querquedula,6
63,6,Thalasseus sandvicensis,5
63,6,Burhinus oedicnemus,5
63,6,Columba oenas,5
63,6,Asio otus,5
63,6,Lagopus muta,5
63,6,Phoenicurus ochruros,5
63,6,Pastor roseus,5
63,6,Anser serrirostris,5
63,8,Anas platyrhynchos,33584
63,8,Mergus serrator,31853
63,8,Corvus cornix,31691
63,8,Larus argentatus,31020
63,8,Ardea cinerea,25294
63,8,Sturnus vulgaris,25146
63,8,Parus major,24879
63,8,Larus canus,24210
63,8,Larus marinus,23863
63,8,Turdus merula,23739
63,8,Haliaeetus albicilla,23575
63,8,Haematopus ostralegus,23545
63,8,Bucephala clangula,22907
63,8,Phalacrocorax carbo,20916
63,8,Pica pica,19835
63,8,Numenius arquata,19191
63,8,Chloris chloris,19180
63,8,Anser anser,18884
63,8,Cyanistes caeruleus,18808
63,8,Emberiza citrinella,18352
63,8,Somateria mollissima,18225
63,8,Phylloscopus collybita,17318
63,8,Passer domesticus,17172
63,8,Turdus pilaris,16600
63,8,Motacilla alba,16526
63,8,Fringilla coelebs,16153
63,8,Cygnus cygnus,15810
63,8,Turdus iliacus,15215
63,8,Erithacus rubecula,14306
63,8,Tringa totanus,13568
63,8,Hirundo rustica,12929
63,8,Anas crecca,12881
63,8,Anthus pratensis,12487
63,8,Acanthis flammea,12113
63,8,Grus grus,11488
63,8,Chroicocephalus ridibundus,10953
63,8,Mareca penelope,10798
63,8,Pyrrhula pyrrhula,10464
63,8,Columba palumbus,10422
63,8,Corvus corax,10355
63,8,Dendrocopos major,9896
63,8,Troglodytes troglodytes,9804
63,8,Melanitta fusca,9590
63,8,Charadrius hiaticula,9365
63,8,Phylloscopus trochilus,9284
63,8,Spinus spinus,9220
63,8,Gallinago gallinago,8833
63,8,Cepphus grylle,8753
63,8,Clangula hyemalis,8726
63,8,Passer montanus,8163
63,8,Vanellus vanellus,8130
63,8,Emberiza schoeniclus,7904
63,8,Poecile montanus,7870
63,8,Gavia stellata,7804
63,8,Sitta europaea,7750
63,8,Periparus ater,7701
63,8,Tadorna tadorna,7694
63,8,Fringilla montifringilla,7651
63,8,Anthus petrosus,7603
63,8,Aythya fuligula,7558
63,8,Larus fuscus,7335
63,8,Turdus philomelos,7158
63,8,Actitis hypoleucos,7039
63,8,Mergus merganser,6766
63,8,Pluvialis apricaria,6542
63,8,Calidris alpina,6477
63,8,Poecile palustris,5714
63,8,Linaria flavirostris,5675
63,8,Gavia arctica,5622
63,8,Alauda arvensis,5410
63,8,Melanitta nigra,5338
63,8,Columba livia,5314
63,8,Tringa nebularia,5258
63,8,Podiceps auritus,5190
63,8,Sylvia atricapilla,5088
63,8,Regulus regulus,4884
63,8,Accipiter nisus,4813
63,8,Oenanthe oenanthe,4803
63,8,Prunella modularis,4597
63,8,Branta canadensis,4480
63,8,Phalacrocorax aristotelis,4470
63,8,Rissa tridactyla,4343
63,8,Calidris maritima,4087
63,8,Garrulus glandarius,4009
63,8,Sylvia communis,3820
63,8,Alca torda,3721
63,8,Acrocephalus schoenobaenus,3715
63,8,Gavia immer,3668
63,8,Saxicola rubetra,3634
63,8,Linaria cannabina,3529
63,8,Ficedula hypoleuca,3309
63,8,Sterna hirundo,3258
63,8,Picus viridis,3234
63,8,Lophophanes cristatus,3114
63,8,Arenaria interpres,3036
63,8,Picus canus,2993
63,8,Tachybaptus ruficollis,2943
63,8,Apus apus,2872
63,8,Certhia familiaris,2813
63,8,Falco peregrinus,2800
63,8,Anser brachyrhynchus,2770
63,8,Morus bassanus,2692
63,8,Calidris pugnax,2650
63,8,Bombycilla garrulus,2644
63,8,Limosa lapponica,2638
63,8,Cuculus canorus,2632
63,8,Alle alle,2546
63,8,Lyrurus tetrix,2543
63,8,Falco columbarius,2450
63,8,Scolopax rusticola,2380
63,8,Streptopelia decaocto,2374
63,8,Podiceps grisegena,2349
63,8,Numenius phaeopus,2348
63,8,Riparia riparia,2293
63,8,Falco tinnunculus,2269
63,8,Anas acuta,2182
63,8,Coloeus monedula,2170
63,8,Stercorarius parasiticus,2137
63,8,Accipiter gentilis,2046
63,8,Mareca strepera,2045
63,8,Sylvia borin,1982
63,8,Uria aalge,1973
63,8,Loxia curvirostra,1967
63,8,Plectrophenax nivalis,1959
63,8,Sterna paradisaea,1951
63,8,Cinclus cinclus,1914
63,8,Delichon urbicum,1876
63,8,Strix aluco,1867
63,8,Turdus torquatus,1855
63,8,Lagopus lagopus,1805
63,8,Loxia pytyopsittacus,1788
63,8,Muscicapa striata,1770
63,8,Branta leucopsis,1761
63,8,Nucifraga caryocatactes,1744
63,8,Hippolais icterina,1719
63,8,Lanius excubitor,1709
63,8,Turdus viscivorus,1682
63,8,Gavia adamsii,1663
63,8,Anthus trivialis,1645
63,8,Phoenicurus phoenicurus,1639
63,8,Cygnus olor,1624
63,8,Calidris canutus,1619
63,8,Spatula clypeata,1588
63,8,Buteo lagopus,1542
63,8,Pluvialis squatarola,1480
63,8,Aegithalos caudatus,1464
63,8,Sylvia curruca,1462
63,8,Larus glaucoides,1344
63,8,Carduelis carduelis,1333
63,8,Calidris minuta,1331
63,8,Dendrocopos leucotos,1262
63,8,Dryocopus martius,1258
63,8,Aquila chrysaetos,1199
63,8,Dryobates minor,1164
63,8,Aythya marila,1076
63,8,Calidris ferruginea,1001
63,8,Coccothraustes coccothraustes,988
63,8,Somateria spectabilis,942
63,8,Larus hyperboreus,882
63,8,Anser albifrons,845
63,8,Tetrao urogallus,837
63,8,Limosa limosa,816
63,8,Fulica atra,793
63,8,Tringa glareola,783
63,8,Acanthis hornemanni,753
63,8,Tringa ochropus,712
63,8,Motacilla flava,708
63,8,Mergellus albellus,705
63,8,Fratercula arctica,702
63,8,Fulmarus glacialis,700
63,8,Corvus corone,689
63,8,Lymnocryptes minimus,642
63,8,Phylloscopus inornatus,593
63,8,Picoides tridactylus,592
63,8,Calidris temminckii,581
63,8,Rallus aquaticus,574
63,8,Loxia leucoptera,567
63,8,Coturnix coturnix,566
63,8,Tringa erythropus,559
63,8,Tetrastes bonasia,555
63,8,Motacilla cinerea,527
63,8,Anser fabalis,519
63,8,Branta bernicla,518
63,8,Asio flammeus,510
63,8,Spatula querquedula,456
63,8,Surnia ulula,453
63,8,Glaucidium passerinum,434
63,8,Pinicola enucleator,432
63,8,Saxicola rubicola,409
63,8,Calidris alba,398
63,8,Corvus frugilegus,389
63,8,Luscinia svecica,345
63,8,Perisoreus infaustus,341
63,8,Falco rusticolus,334
63,8,Sylvia nisoria,329
63,8,Stercorarius skua,322
63,8,Circus aeruginosus,318
63,8,Puffinus griseus,304
63,8,Lagopus muta,288
63,8,Crex crex,271
63,8,Calidris falcinellus,271
63,8,Calcarius lapponicus,259
63,8,Carpodacus erythrinus,252
63,8,Podiceps cristatus,247
63,8,Stercorarius pomarinus,242
63,8,Aix galericulata,239
63,8,Circus cyaneus,237
63,8,Aythya ferina,232
63,8,Aegolius funereus,232
63,8,Ardea alba,227
63,8,Anser indicus,215
63,8,Jynx torquilla,209
63,8,Pandion haliaetus,201
63,8,Locustella naevia,201
63,8,Asio otus,195
63,8,Stercorarius longicaudus,184
63,8,Pastor roseus,177
63,8,Cyanistes cyanus,176
63,8,Acrocephalus palustris,167
63,8,Acrocephalus dumetorum,164
63,8,Phalaropus fulicarius,161
63,8,Phylloscopus sibillatrix,151
63,8,Buteo buteo,150
63,8,Charadrius dubius,148
63,8,Larus michahellis,144
63,8,Phasianus colchicus,143
63,8,Streptopelia turtur,141
63,8,Hydrocoloeus minutus,138
63,8,Emberiza pusilla,136
63,8,Gallinula chloropus,129
63,8,Upupa epops,124
63,8,Anthus richardi,124
63,8,Egretta garzetta,123
63,8,Cygnus columbianus,123
63,8,Columba oenas,122
63,8,Anser serrirostris,120
63,8,Porzana porzana,117
63,8,Ficedula parva,107
63,8,Lanius collurio,104
63,8,Puffinus puffinus,98
63,8,Aythya collaris,95
63,8,Hydrobates pelagicus,93
63,8,Turdus atrogularis,93
63,8,Phalaropus lobatus,86
63,8,Lullula arborea,72
63,8,Anas carolinensis,68
63,8,Charadrius morinellus,67
63,8,Luscinia luscinia,67
63,8,Chroicocephalus philadelphia,65
63,8,Chlidonias leucopterus,64
63,8,Anthus hodgsoni,62
63,8,Rhodostethia rosea,60
63,8,Ciconia ciconia,58
63,8,Locustella luscinioides,55
63,8,Pagophila eburnea,52
63,8,Xema sabini,52
63,8,Phoenicurus ochruros,52
63,8,Bubulcus ibis,51
63,8,Anser caerulescens,48
63,8,Uria lomvia,46
63,8,Gallinago media,46
63,8,Melanitta perspicillata,45
63,8,Circus macrourus,42
63,8,Curruca melanocephala,41
63,8,Recurvirostra avosetta,40
63,8,Acrocephalus scirpaceus,40
63,8,Motacilla citreola,39
63,8,Zonotrichia albicollis,38
63,8,Regulus ignicapilla,37
63,8,Chlidonias niger,33
63,8,Gelochelidon nilotica,33
63,8,Lanius senator,33
63,8,Prunella montanella,33
63,8,Pluvialis fulva,32
63,8,Calidris fuscicollis,32
63,8,Phylloscopus proregulus,32
63,8,Locustella lanceolata,32
63,8,Lanius minor,31
63,8,Calidris melanotos,29
63,8,Thalasseus sandvicensis,27
63,8,Oceanodroma leucorhoa,27
63,8,Merops apiaster,25
63,8,Anser erythropus,25
63,8,Zoothera aurea,24
63,8,Remiz pendulinus,22
63,8,Tarsiger cyanurus,21
63,8,Luscinia megarhynchos,21
63,8,Eremophila alpestris,21
63,8,Anas rubripes,21
63,8,Emberiza leucocephalos,20
63,8,Anthus cervinus,19
63,8,Saxicola maurus,19
63,8,Bubo bubo,19
63,8,Aix sponsa,18
63,8,Xenus cinereus,17
63,8,Milvus migrans,16
63,8,Phylloscopus humei,16
63,8,Plegadis falcinellus,15
63,8,Falco subbuteo,15
63,8,Anthus godlewskii,15
63,8,Anthus gustavi,15
63,8,Limnodromus scolopaceus,14
63,8,Motacilla tschutschensis,14
63,8,Oriolus oriolus,13
63,8,Phylloscopus fuscatus,13
63,8,Locustella fluviatilis,13
63,8,Streptopelia orientalis,12
63,8,Oxyura jamaicensis,12
63,8,Branta ruficollis,12
63,8,Bubo scandiacus,12
63,8,Emberiza rustica,11
63,8,Iduna caligata,11
63,8,Larus delawarensis,10
63,8,Emberiza hortulana,10
63,8,Mareca americana,10
63,8,Polysticta stelleri,10
63,8,Sylvia crassirostris,10
63,8,Caprimulgus europaeus,10
63,8,Phylloscopus borealis,9
63,8,Phylloscopus bonelli,8
63,8,Pernis apivorus,7
63,8,Calandrella brachydactyla,7
63,8,Lophodytes cucullatus,7
63,8,Curruca cantillans,7
63,8,Poecile cinctus,5
63,8,Acrocephalus arundinaceus,5
63,10,Anas platyrhynchos,82034
63,10,Bucephala clangula,78311
63,10,Parus major,67104
63,10,Cyanistes caeruleus,60194
63,10,Corvus cornix,54909
63,10,Larus canus,52488
63,10,Chloris chloris,49705
63,10,Fringilla coelebs,45943
63,10,Turdus pilaris,44016
63,10,Emberiza citrinella,43160
63,10,Pica pica,42424
63,10,Larus argentatus,41828
63,10,Somateria mollissima,41494
63,10,Haematopus ostralegus,38167
63,10,Pyrrhula pyrrhula,37325
63,10,Columba palumbus,36973
63,10,Phylloscopus collybita,35972
63,10,Mergus serrator,35161
63,10,Spinus spinus,34860
63,10,Chroicocephalus ridibundus,33964
63,10,Passer domesticus,33490
63,10,Erithacus rubecula,32773
63,10,Anas crecca,32522
63,10,Ardea cinerea,32234
63,10,Turdus merula,31372
63,10,Motacilla alba,30092
63,10,Larus marinus,27258
63,10,Turdus iliacus,27087
63,10,Phalacrocorax carbo,26947
63,10,Mareca penelope,26657
63,10,Cygnus cygnus,25728
63,10,Sturnus vulgaris,25110
63,10,Dendrocopos major,24796
63,10,Sitta europaea,24077
63,10,Passer montanus,24030
63,10,Aythya fuligula,23646
63,10,Coloeus monedula,23166
63,10,Poecile montanus,22314
63,10,Tringa totanus,22245
63,10,Anser anser,21912
63,10,Podiceps auritus,21866
63,10,Melanitta fusca,21460
63,10,Periparus ater,21368
63,10,Gavia stellata,20491
63,10,Clangula hyemalis,20299
63,10,Numenius arquata,19516
63,10,Mergus merganser,19377
63,10,Charadrius hiaticula,19194
63,10,Anser brachyrhynchus,19100
63,10,Grus grus,18156
63,10,Vanellus vanellus,18067
63,10,Fringilla montifringilla,17799
63,10,Hirundo rustica,17783
63,10,Acanthis flammea,17315
63,10,Tadorna tadorna,16713
63,10,Tringa nebularia,16634
63,10,Actitis hypoleucos,16431
63,10,Troglodytes troglodytes,16408
63,10,Corvus corax,16063
63,10,Phylloscopus trochilus,15829
63,10,Haliaeetus albicilla,15500
63,10,Nucifraga caryocatactes,13492
63,10,Bombycilla garrulus,13277
63,10,Melanitta nigra,13056
63,10,Turdus philomelos,13002
63,10,Sylvia atricapilla,12828
63,10,Prunella modularis,12593
63,10,Garrulus glandarius,12461
63,10,Poecile palustris,12397
63,10,Branta canadensis,12232
63,10,Calidris alpina,12214
63,10,Emberiza schoeniclus,11857
63,10,Regulus regulus,10863
63,10,Accipiter nisus,10719
63,10,Corvus frugilegus,10692
63,10,Columba livia,9962
63,10,Anthus pratensis,9887
63,10,Apus apus,9418
63,10,Gavia arctica,8521
63,10,Certhia familiaris,8505
63,10,Larus fuscus,8342
63,10,Coccothraustes coccothraustes,8290
63,10,Calidris pugnax,8056
63,10,Ficedula hypoleuca,7590
63,10,Lophophanes cristatus,7167
63,10,Anas acuta,7135
63,10,Cinclus cinclus,6963
63,10,Cepphus grylle,6817
63,10,Gallinago gallinago,6687
63,10,Pluvialis apricaria,6581
63,10,Saxicola rubetra,6289
63,10,Buteo lagopus,6034
63,10,Dryocopus martius,5965
63,10,Picus viridis,5939
63,10,Loxia curvirostra,5858
63,10,Alauda arvensis,5818
63,10,Sylvia communis,5524
63,10,Strix aluco,5302
63,10,Spatula clypeata,5293
63,10,Fulica atra,5079
63,10,Numenius phaeopus,5063
63,10,Carduelis carduelis,5027
63,10,Sterna hirundo,4968
63,10,Streptopelia decaocto,4629
63,10,Riparia riparia,4628
63,10,Branta leucopsis,4558
63,10,Aythya marila,4473
63,10,Tringa ochropus,4468
63,10,Motacilla cinerea,4436
63,10,Oenanthe oenanthe,4315
63,10,Motacilla flava,4302
63,10,Accipiter gentilis,4298
63,10,Limosa lapponica,4173
63,10,Alca torda,3991
63,10,Muscicapa striata,3982
63,10,Hippolais icterina,3831
63,10,Falco tinnunculus,3711
63,10,Calidris temminckii,3704
63,10,Lanius excubitor,3689
63,10,Anthus trivialis,3624
63,10,Delichon urbicum,3590
63,10,Falco peregrinus,3573
63,10,Sylvia borin,3493
63,10,Tringa glareola,3484
63,10,Podiceps cristatus,3466
63,10,Lyrurus tetrix,3421
63,10,Calidris maritima,3232
63,10,Phoenicurus phoenicurus,2895
63,10,Acrocephalus schoenobaenus,2759
63,10,Anthus petrosus,2755
63,10,Dryobates minor,2753
63,10,Calidris canutus,2718
63,10,Linaria cannabina,2687
63,10,Aegithalos caudatus,2644
63,10,Turdus viscivorus,2613
63,10,Tachybaptus ruficollis,2607
63,10,Sylvia curruca,2586
63,10,Scolopax rusticola,2552
63,10,Mareca strepera,2463
63,10,Turdus torquatus,2418
63,10,Tetrastes bonasia,2370
63,10,Cuculus canorus,2334
63,10,Picus canus,2304
63,10,Calidris minuta,2301
63,10,Sterna paradisaea,2262
63,10,Falco columbarius,2214
63,10,Anser albifrons,2208
63,10,Limosa limosa,2116
63,10,Charadrius dubius,2037
63,10,Pinicola enucleator,1961
63,10,Podiceps grisegena,1870
63,10,Pluvialis squatarola,1838
63,10,Spatula querquedula,1838
63,10,Larus glaucoides,1745
63,10,Tetrao urogallus,1639
63,10,Linaria flavirostris,1629
63,10,Glaucidium passerinum,1559
63,10,Perisoreus infaustus,1556
63,10,Somateria spectabilis,1491
