id,lokalitet,hovedlokalitet,kommune,fylke,lat,lon,count,observers,radius,geometry,public,mine,super
5609131,"Kovikberget, Ragunda",,Ragunda,,63.116422,16.028325,0,0,750,,1,0,1
5609133,"Koviken, Stugun",,Ragunda,,63.117430,16.004250,0,0,750,,1,0,1
5609135,"Kovikberget, Stugun",,Ragunda,,63.112425,15.985925,0,0,750,,1,0,1
5610254,Kärrmansmyr,,Gotland,,57.418447,18.699079,0,0,200,,1,0,1
5610609,"Kyrkviken, Alsike",,Knivsta,,59.726567,17.676240,0,0,500,,1,0,1
5611448,"Offsjövallen, Undersåker",,Åre,,63.274728,12.949727,0,0,200,,1,0,1
5611456,Duvedsholmarna,"Indalsälven, Åre",Åre,,63.388789,12.888318,0,0,200,,1,0,0
5611476,"Kvarnnäset, Åre",,Åre,,63.391694,12.638416,0,0,300,,1,0,1
5611489,Nyvalltjärnen,,Åre,,63.401940,12.695324,0,0,150,,1,0,0
5611505,"Storberget, Åre",,Åre,,63.388101,12.714907,0,0,1500,,1,0,1
5611509,Nils-Nilsdolpen,"Storberget, Åre",Åre,,63.388676,12.706490,0,0,100,,1,0,0
5611519,"Hålvallen, Åre",,Åre,,63.418341,12.722229,0,0,200,,1,0,1
5611526,"Hammarberget, Åre",,Åre,,63.419494,12.734913,0,0,750,,1,0,1
5611528,"Stasåsen, Åre",,Åre,,63.419707,12.768627,0,0,750,,1,0,1
5611531,"Fjällmanflon, Åre",,Åre,,63.409641,12.790123,0,0,300,,1,0,1
5611532,"Storflon, Åre",,Åre,,63.408720,12.802870,0,0,300,,1,0,1
5611534,"Åstjärnen, Åre",,Åre,,63.391581,12.758880,0,0,100,,1,0,1
5611538,"Lill-Rörtjärnen, Åre",,Åre,,63.410180,12.732029,0,0,150,,1,0,1
5611541,"Stor-Auretjärnen, Åre",,Åre,,63.408354,12.720432,0,0,250,,1,0,1
5611542,"Lill-Auretjärnen, Åre",,Åre,,63.397692,12.719318,0,0,150,,1,0,1
5611543,Anteviken,"Öster-Noren, Åre",Åre,,63.465140,12.804972,0,0,250,,1,0,0
5614675,Ullån (E14),Åre,Åre,,63.404172,13.022787,0,0,75,,1,0,0
5614679,England,Åre,Åre,,63.405089,13.039082,0,0,100,,1,0,0
5614680,Västra Berge,Åre,Åre,,63.404626,13.042361,0,0,125,,1,0,0
5614682,Berge,Åre,Åre,,63.404473,13.047077,0,0,125,,1,0,0
5614684,Bräcke,Åre,Åre,,63.405567,13.050617,0,0,100,,1,0,0
5614685,Åre Fjällby,Åre,Åre,,63.403814,13.062043,0,0,125,,1,0,0
5614686,Draklanda,Åre,Åre,,63.402571,13.054479,0,0,100,,1,0,0
5614688,Lien,Åre,Åre,,63.403323,13.069059,0,0,150,,1,0,0
5614690,Åre gamla k:a,Åre,Åre,,63.397354,13.081878,0,0,125,,1,0,0
5614694,Totten,Åre,Åre,,63.398907,13.093448,0,0,500,,1,0,0
5614698,Frönäset,Åre,Åre,,63.388813,13.098524,0,0,200,,1,0,0
5614705,Fjällgården,Åre,Åre,,63.405145,13.091176,0,0,150,,1,0,0
5614709,Stormyren,"Björnen, Åre",Åre,,63.393830,13.151003,0,0,300,,1,0,0
5614710,Granbacken,"Björnen, Åre",Åre,,63.392338,13.159376,0,0,100,,1,0,0
5614718,Sätteråsen,"Såå, Åre",Åre,,63.371944,13.188095,0,0,750,,1,0,0
5616772,Getvalen,"Totthummeln, Åre",Åre,,63.404936,13.115807,0,0,300,,1,0,0
5616775,Byxtjärnen,Åreskutan,Åre,,63.420053,13.188122,0,0,300,,1,0,0
5616776,Stordolpen,Åreskutan,Åre,,63.427790,13.159483,0,0,100,,1,0,0
5616778,Långhögen,Åreskutan,Åre,,63.424024,13.143305,0,0,750,,1,0,0
5616781,Toppstugan,Åreskutan,Åre,,63.431245,13.093493,0,0,200,,1,0,0
5616783,Lillskutan,Åreskutan,Åre,,63.421874,13.107076,0,0,750,,1,0,0
5616788,Lillskutkanten,Åreskutan,Åre,,63.458875,13.042451,0,0,500,,1,0,0
5616789,Storskutkanten,Åreskutan,Åre,,63.467460,13.064846,0,0,750,,1,0,0
5616794,Rödkullen,Åreskutan,Åre,,63.428019,13.039181,0,0,750,,1,0,0
5616795,Bräckebäcktjärnarna,Åreskutan,Åre,,63.426636,13.045703,0,0,300,,1,0,0
5616796,Ullsjön,"Ullådalen, Åre",Åre,,63.452083,13.006222,0,0,500,,1,0,0
5616800,Ullsjöliden,"Ullådalen, Åre",Åre,,63.455816,13.010112,0,0,300,,1,0,0
5616801,Tiktjärnen,"Ullådalen, Åre",Åre,,63.458104,13.001883,0,0,100,,1,0,0
5616802,Skuttjärnen,Åreskutan,Åre,,63.454078,13.028994,0,0,150,,1,0,0
5616803,Rörtjärnen,Åreskutan,Åre,,63.458526,13.015555,0,0,150,,1,0,0
5616804,Hagelbäckstjärnen,Åreskutan,Åre,,63.460521,13.021826,0,0,100,,1,0,0
5616806,Skuttjärndolparna,Åreskutan,Åre,,63.457394,13.025302,0,0,300,,1,0,0
5616807,Öster-Långtjärnen,"Ullådalen, Åre",Åre,,63.437557,12.988390,0,0,300,,1,0,0
5616808,Väster-Långtjärnen,"Ullådalen, Åre",Åre,,63.440802,12.977925,0,0,200,,1,0,0
5616817,Hembygdsgården,Åre,Åre,,63.402438,13.027251,0,0,100,,1,0,0
5619004,Bilds,,Gotland,,56.980005,18.231955,0,0,250,,1,0,1
5619058,Gråvalstjärnen,Åreskutan,Åre,,63.449818,13.161559,0,0,200,,1,0,0
5619060,Skärpningshön,Åreskutan,Åre,,63.453407,13.158855,0,0,400,,1,0,0
5619062,Högåsen,Åreskutan,Åre,,63.433202,13.195928,0,0,300,,1,0,0
5619064,Sandkläppbackarna,"Fröån, Åre",Åre,,63.412371,13.209232,0,0,300,,1,0,0
5619068,"Fröåskogen, Åre",,Åre,,63.400785,13.183711,0,0,1000,,1,0,1
5619072,Järpströmstorpen,"Järpbyn, Undersåker",Åre,,63.390982,13.371001,0,0,400,,1,0,0
5619074,Lill-Skaltjärnen,"Skaltjärnbergen, Undersåker",Åre,,63.383815,13.351418,0,0,100,,1,0,0
5619076,Stor-Skaltjärnen,"Skaltjärnbergen, Undersåker",Åre,,63.378796,13.344384,0,0,300,,1,0,0
5619077,"Dolpflon, Undersåker",,Åre,,63.379697,13.325968,0,0,100,,1,0,1
5619078,"Gammalvallmyren, Undersåker",,Åre,,63.385235,13.327253,0,0,200,,1,0,1
5619079,"Fjällmyren, Undersåker",,Åre,,63.389521,13.337530,0,0,300,,1,0,1
5619080,"Bäckmyren, Undersåker",,Åre,,63.394365,13.328151,0,0,300,,1,0,1
5619082,"Järptjärnen, Undersåker",,Åre,,63.394329,13.297599,0,0,400,,1,0,1
5619086,"Hissjöhöjden, Åre",,Åre,,63.388503,13.272474,0,0,500,,1,0,1
5619088,"Hissjödammet, Undersåker",,Åre,,63.381283,13.280100,0,0,200,,1,0,1
5619089,"Djupmyrdammet, Undersåker",,Åre,,63.381831,13.290988,0,0,150,,1,0,1
5619091,"Brattlandsvallen, Åre",,Åre,,63.383135,13.267371,0,0,200,,1,0,1
5619092,"Vallmyren, Undersåker",,Åre,,63.386889,13.286056,0,0,200,,1,0,1
5619095,Oxögat,,Åre,,63.398509,13.256582,0,0,75,,1,0,0
5619096,"Erikmyren, Åre",,Åre,,63.405205,13.251058,0,0,500,,1,0,1
5619097,"Fröå hytta, Åre",,Åre,,63.389791,13.213400,0,0,300,,1,0,1
5619099,"Helgesjöflon, Åre",,Åre,,63.376469,13.221377,0,0,300,,1,0,1
5619100,"Orrnäset, Åre",,Åre,,63.376928,13.232022,0,0,200,,1,0,1
5619102,"Djupmyren, Åre",,Åre,,63.391521,13.249611,0,0,300,,1,0,1
5619105,"Matdolpen, Kall",,Åre,,63.405350,13.279049,0,0,125,,1,0,1
5619108,"Kvarntjärnen, Kall",,Åre,,63.411084,13.283307,0,0,200,,1,0,1
5619110,"Spelmansmyren, Kall",,Åre,,63.404530,13.289191,0,0,400,,1,0,1
5619113,"Spelmansåsen, Kall",,Åre,,63.408603,13.282104,0,0,200,,1,0,1
5619115,"Blåmyren, Kall",,Åre,,63.406472,13.309547,0,0,500,,1,0,1
5619116,"Bringan, Kall",,Åre,,63.404972,13.329723,0,0,500,,1,0,1
5619117,"Högkullen, Kall",,Åre,,63.411695,13.302926,0,0,300,,1,0,1
5619118,"Stor-Sandkläppen, Kall",,Åre,,63.424221,13.242685,0,0,500,,1,0,1
5619119,"Sandkläppmyren, Kall",,Åre,,63.423068,13.233100,0,0,300,,1,0,1
5626984,Fugelmyr,,Gotland,,57.494287,18.282064,0,0,200,,1,0,1
5626986,Dammhagen,,Gotland,,57.500953,18.254324,0,0,300,,1,0,1
5626987,Hauglunde,,Gotland,,57.499776,18.269254,0,0,300,,1,0,1
5626993,Viltvattnet,Hauglunde,Gotland,,57.500886,18.264645,0,0,150,,1,0,0
5626994,Haugskog,,Gotland,,57.497681,18.290238,0,0,250,,1,0,1
5626996,Tomsarve,,Gotland,,57.496686,18.306291,0,0,100,,1,0,1
5626998,Stora Enbjänne,,Gotland,,57.500514,18.299769,0,0,100,,1,0,1
5627000,Buters,,Gotland,,57.501532,18.308348,0,0,150,,1,0,1
5627001,Dammen,Buters,Gotland,,57.501137,18.312139,0,0,75,,1,0,0
5627002,Byssegårde,,Gotland,,57.495349,18.340598,0,0,75,,1,0,1
5627003,Prostarve,,Gotland,,57.494244,18.329791,0,0,100,,1,0,1
5627004,Stora Enbjänne,,Gotland,,57.496459,18.335280,0,0,100,,1,0,1
5627005,Viltvattnet,Byssegårde,Gotland,,57.498212,18.346419,0,0,100,,1,0,0
5627008,Rundarve,,Gotland,,57.477450,18.376755,0,0,100,,1,0,1
5627009,Suderbys,,Gotland,,57.479136,18.383367,0,0,100,,1,0,1
5627010,Kyrklasse,,Gotland,,57.478957,18.386295,0,0,100,,1,0,1
5628154,Silverfallet,Östra Södertälje,Södertälje,,59.210225,17.621200,0,0,50,,1,0,0
5629215,Forsaskaltjärnen,"Forsafjället, Åre",Åre,,63.452890,12.962195,0,0,200,,1,0,0
5629216,Husåbäcktjärnarna,"Ullådalen, Åre",Åre,,63.458490,12.980216,0,0,750,,1,0,0
5629218,Hästskotjärnen,"Forsafjället, Åre",Åre,,63.471641,12.931805,0,0,300,,1,0,0
5629219,Rörtjärnen,"Forsafjället, Åre",Åre,,63.463780,12.934968,0,0,300,,1,0,0
5629222,Jänsmässtjärnarna,"Forsafjället, Åre",Åre,,63.456703,12.899430,0,0,500,,1,0,0
5629223,Björnliden,"Forsafjället, Åre",Åre,,63.457952,12.893699,0,0,750,,1,0,0
5629224,Spöktjärnen,"Forsafjället, Åre",Åre,,63.451697,12.891705,0,0,200,,1,0,0
5629225,"Lomtjärnen, Åre",,Åre,,63.451047,12.876514,0,0,300,,1,0,1
5629226,Sönktjärnarna,"Nordhallsfjället, Åre",Åre,,63.484056,12.950670,0,0,400,,1,0,0
5629227,Printzmyren,"Nordhallsfjället, Åre",Åre,,63.495436,12.929964,0,0,750,,1,0,0
5629228,Hökberget,"Nordhallsfjället, Åre",Åre,,63.469378,12.912069,0,0,400,,1,0,0
5629230,Klingertjärnen,"Nordhallsfjället, Åre",Åre,,63.471701,12.898397,0,0,150,,1,0,0
5629231,Skäftesliderna,"Nordhallsfjället, Åre",Åre,,63.473097,12.885120,0,0,750,,1,0,0
5629232,Österskalet,"Nordhallsfjället, Åre",Åre,,63.483021,12.885973,0,0,300,,1,0,0
5629234,Västerskalet,"Nordhallsfjället, Åre",Åre,,63.487352,12.882281,0,0,300,,1,0,0
5629235,Svartbäcktjärnen,"Nordhallsfjället, Åre",Åre,,63.500258,12.877035,0,0,125,,1,0,0
5629236,Skalsberget,"Nordhallsfjället, Åre",Åre,,63.494173,12.877565,0,0,750,,1,0,0
5629238,Buttulsvalvet,"Nordhallsfjället, Åre",Åre,,63.487850,12.860740,0,0,400,,1,0,0
5629239,"Myrtenberget, Åre",,Åre,,63.488463,12.835102,0,0,400,,1,0,1
5629240,Björbäcktjärnen,"Nordhallsfjället, Åre",Åre,,63.505240,12.846600,0,0,200,,1,0,0
5629241,Hopmyrbrännan,"Nordhallsfjället, Åre",Åre,,63.506157,12.832739,0,0,400,,1,0,0
5629242,Hästfjället,"Nordhallsfjället, Åre",Åre,,63.526868,12.838165,0,0,1000,,1,0,0
5629245,Klingerdolpen,"Nordhallsfjället, Åre",Åre,,63.517232,12.900481,0,0,50,,1,0,0
5629247,Svartbäckkojan,"Nordhallsfjället, Åre",Åre,,63.507728,12.898182,0,0,100,,1,0,0
5629250,"Skatamyren, Åre",,Åre,,63.505685,12.781194,0,0,300,,1,0,1
5629251,"Jakobsvallflon, Åre",,Åre,,63.514620,12.775831,0,0,500,,1,0,1
5629252,"Froskdolpen, Åre",,Åre,,63.493235,12.794803,0,0,100,,1,0,1
5629253,"Hopmyrdalen, Åre",,Åre,,63.498290,12.816004,0,0,400,,1,0,1
5629254,"Bergflon, Åre",,Åre,,63.492677,12.812743,0,0,400,,1,0,1
5629256,"Skansen, Åre",,Åre,,63.503977,12.759464,0,0,750,,1,0,1
5629257,Böle,"Skansen, Åre",Åre,,63.501641,12.765662,0,0,200,,1,0,0
5629258,Kamberget,"Häggsjön by, Åre",Åre,,63.512552,12.725319,0,0,300,,1,0,0
5629259,Bodnäsudden,"Häggsjön by, Åre",Åre,,63.518141,12.699312,0,0,300,,1,0,0
5629260,"Rismovallen, Åre",,Åre,,63.523977,12.766219,0,0,200,,1,0,1
5629261,"Liderna, Åre",,Åre,,63.532490,12.769794,0,0,1000,,1,0,1
5629263,Skalsberget,"Nordhallen, Åre",Åre,,63.474935,12.831122,0,0,400,,1,0,0
5629264,"Långmyren, Åre",,Åre,,63.466810,12.843582,0,0,750,,1,0,1
5629291,Hodolpen,"Långmyren, Åre",Åre,,63.468832,12.837024,0,0,50,,1,0,0
5629309,"Stor-Stockmyren, Åre",,Åre,,63.462014,12.853814,0,0,250,,1,0,1
5629310,"Kerstibacken, Åre",,Åre,,63.463338,12.863507,0,0,300,,1,0,1
5629311,"Tjärndövlan, Åre",,Åre,,63.457759,12.859814,0,0,400,,1,0,1
5629312,"Storbacken, Åre",,Åre,,63.457069,12.870415,0,0,400,,1,0,1
5629313,"Brattängesdolpen, Åre",,Åre,,63.465337,12.877835,0,0,75,,1,0,1
5629314,Kalkberget,"Nordhallen, Åre",Åre,,63.463908,12.835874,0,0,300,,1,0,0
5629315,Årsberget,"Nordhallen, Åre",Åre,,63.462227,12.826478,0,0,300,,1,0,0
5629316,Näset,"Nordhallen, Åre",Åre,,63.460826,12.799780,0,0,200,,1,0,0
5629317,Berntgärdet,"Nordhallen, Åre",Åre,,63.467079,12.789908,0,0,200,,1,0,0
5629320,"Ravaängestjärnarna, Åre",,Åre,,63.434777,12.850346,0,0,400,,1,0,1
5629321,"Ravaängena, Åre",,Åre,,63.433254,12.857191,0,0,250,,1,0,1
5629324,"Forsavallarna, Åre",,Åre,,63.432089,12.895738,0,0,400,,1,0,1
5629325,"Häststaratjärnen, Åre",,Åre,,63.427597,12.856302,0,0,150,,1,0,1
5629326,"Högbrännan, Åre",,Åre,,63.416347,12.853230,0,0,1000,,1,0,1
5629327,"Sällbacken, Åre",,Åre,,63.404011,12.860398,0,0,500,,1,0,1
5629328,Sällbacken,"Duvedsbyn, Åre",Åre,,63.399172,12.851227,0,0,400,,1,0,0
5629329,"Timmeråsen, Åre",,Åre,,63.409335,12.881706,0,0,300,,1,0,1
5629330,"Åsmyren, Åre",,Åre,,63.409854,12.872651,0,0,200,,1,0,1
5629331,"Brännvallen, Åre",,Åre,,63.416210,12.891579,0,0,100,,1,0,1
5629332,Scoutstugan,Duved,Åre,,63.415788,12.904407,0,0,100,,1,0,0
5629333,Stubbsved,Duved,Åre,,63.398497,12.898487,0,0,400,,1,0,0
5629335,Sesselberget,Duved,Åre,,63.404011,12.918268,0,0,400,,1,0,0
5629336,Skidbackarna,Duved,Åre,,63.400978,12.928266,0,0,500,,1,0,0
5629337,Tege,Duved,Åre,,63.397109,12.940402,0,0,400,,1,0,0
5629339,Tegefors,Duved,Åre,,63.395158,12.958225,0,0,400,,1,0,0
5629344,Fjällvallen,"Tegefjäll, Åre",Åre,,63.408491,12.983890,0,0,150,,1,0,0
5629345,"Lövsta, Åre",,Åre,,63.430325,12.802736,0,0,500,,1,0,1
5629347,Brattorpet,"Lövsta, Åre",Åre,,63.432836,12.797678,0,0,200,,1,0,0
5629349,"Storflon, Åre",,Åre,,63.440573,12.800660,0,0,400,,1,0,1
5629350,Daltjärnen,"Nordhallsfjället, Åre",Åre,,63.534091,12.896026,0,0,500,,1,0,0
5629351,"Blåskalvallen, Kall",,Åre,,63.545223,12.925553,0,0,300,,1,0,1
5629352,"Vallen, Kall",,Åre,,63.554862,12.948469,0,0,300,,1,0,1
5629353,"Vassnäsvallen, Kall",,Åre,,63.561014,12.915160,0,0,200,,1,0,1
5629354,Nedre Lilltjärnen,"Blåskalfjället/Jihpevaartoe, Kall",Åre,,63.558758,12.889091,0,0,250,,1,0,0
5629355,Övre Lilltjärnen,"Blåskalfjället/Jihpevaartoe, Kall",Åre,,63.561186,12.879344,0,0,150,,1,0,0
5629356,Vackermotjärnen,"Blåskalfjället/Jihpevaartoe, Kall",Åre,,63.548916,12.867414,0,0,100,,1,0,0
5629357,Grönlidhammaren,"Blåskalfjället/Jihpevaartoe, Kall",Åre,,63.572859,12.888381,0,0,750,,1,0,0
5629358,"Äggsjön, Åre",,Åre,,63.549397,12.836018,0,0,400,,1,0,1
5629359,"Äggsjövalen, Kall",,Åre,,63.562162,12.834177,0,0,1500,,1,0,1
5629361,Lilltjärnen,"Äggsjövalen, Kall",Åre,,63.565001,12.830862,0,0,150,,1,0,0
5629362,Svarttjärnen,"Äggsjön, Åre",Åre,,63.565733,12.792782,0,0,150,,1,0,0
5629364,"Krångtjärnen, Åre",,Åre,,63.536854,12.716291,0,0,750,,1,0,1
5629365,"Svarttjärnflätet, Åre",,Åre,,63.554250,12.714746,0,0,1000,,1,0,1
5629366,"Lill-Flandern, Åre",,Åre,,63.560630,12.733278,0,0,750,,1,0,1
5629368,Svarttjärnen,,Åre,,63.548036,12.733736,0,0,200,,1,0,0
5632927,Gottskalks,,Gotland,,57.576001,18.301314,0,0,200,,1,0,1
5632928,Dammen,Gottskalks,Gotland,,57.576598,18.302258,0,0,25,,1,0,0
5632930,Myrhagen,,Gotland,,57.578486,18.303884,0,0,150,,1,0,1
5632932,Sikhagen,,Gotland,,57.579425,18.281956,0,0,400,,1,0,1
5632933,Sigrajvs,,Gotland,,57.592677,18.284489,0,0,150,,1,0,1
5632936,Lunds Allé,Lunds,Gotland,,57.582531,18.225263,0,0,50,,1,0,0
5632937,Graune Parkväg,Lunds,Gotland,,57.583037,18.223296,0,0,50,,1,0,0
5632938,Lunds Östra,Lunds,Gotland,,57.582555,18.219900,0,0,50,,1,0,0
5632939,Lunds Västra,Lunds,Gotland,,57.585132,18.220673,0,0,150,,1,0,0
5632940,Hallvards Allé,Hallvards,Gotland,,57.583798,18.228740,0,0,75,,1,0,0
5632943,Bjärs,,Gotland,,57.586986,18.226566,0,0,100,,1,0,1
5632944,Botmunds,,Gotland,,57.585363,18.226242,0,0,75,,1,0,1
5632945,Hallbros,,Gotland,,57.585247,18.224248,0,0,75,,1,0,1
5632950,Botmunds Torp,Botmunds,Gotland,,57.585296,18.226880,0,0,50,,1,0,0
5632951,Eldarens väg,Bjärs,Gotland,,57.586340,18.228030,0,0,50,,1,0,0
5634174,Snäckviken,,Södertälje,,59.208698,17.616942,0,0,400,,1,0,1
5640161,"Sicksjön, Håsjö",,Bräcke,,63.042884,16.110009,0,0,1500,,1,0,1
5640162,Orråviken,"Sicksjön, Håsjö",Bräcke,,63.043817,16.090821,0,0,300,,1,0,0
5640163,"Fågelvinflon, Håsjö",,Bräcke,,63.042974,16.077418,0,0,300,,1,0,1
5640165,"Ede, Håsjö",,Bräcke,,63.031239,16.103523,0,0,1000,,1,0,1
5640195,Vallberget,"Valla, Håsjö",Bräcke,,63.027752,16.266136,0,0,300,,1,0,0
5640199,Vallviken,"Singsjön, Håsjö",Bräcke,,63.022756,16.284606,0,0,300,,1,0,0
5640203,Svedje,"Västanede, Håsjö",Bräcke,,63.018155,16.081550,0,0,1000,,1,0,0
5640210,Mon,"Västanede, Håsjö",Bräcke,,63.006753,16.071732,0,0,300,,1,0,0
5640211,Sönnasjön,"Västanede, Håsjö",Bräcke,,63.009244,16.060341,0,0,300,,1,0,0
5643533,Lammhagen,Sysneudd,Gotland,,57.392505,18.885633,0,0,100,,1,0,0
5644455,Gannarvedammen,Hardoj,Gotland,,57.421804,18.769211,0,0,100,,1,0,0
5651574,Skällberga,,Trosa,,58.913828,17.467750,0,0,150,,1,0,1
5651575,Skällberga hage,Skällberga,Trosa,,58.917603,17.472259,0,0,100,,1,0,0
5663088,Beteshage vid Brandholmen,Brandholmen,Nyköping,,58.743902,17.045694,0,0,75,,1,0,0
5669588,Husarve,,Gotland,,57.293701,18.598423,0,0,250,,1,0,1
5683890,Länsmansruggarna,Brandholmen,Nyköping,,58.740821,17.056007,0,0,125,,1,0,0
5684259,"Lagnöfälten, södra delen",Lagnö,Strängnäs,,59.472287,17.083441,0,0,150,,1,0,0
5690853,Långbro,Långbromaden,Nyköping,,58.938939,17.122824,0,0,100,,1,0,0
5692534,Skäret,Laxne,Gnesta,,59.167028,17.201714,0,0,50,,1,0,0
5700259,Kulle vid Östra Kvarngatan,Nyköping,Nyköping,,58.753321,17.017218,0,0,50,,1,0,0
5702200,"Larslunda brunn, Fårhushagen",Larslunda,Strängnäs,,59.359373,17.020047,0,0,50,,1,0,0
5705213,Dagvatten McDonalds,Östra Södertälje,Södertälje,,59.201023,17.661678,0,0,50,,1,0,0
5705214,Dagvatten Ica Maxi,Östra Södertälje,Södertälje,,59.200227,17.670697,0,0,50,,1,0,0
5705369,Sutarve,,Gotland,,57.450452,18.746277,0,0,300,,1,0,1
5706187,Ållonbäcks kalkberg,Ållonbäck,Nyköping,,58.761092,17.110732,0,0,50,,1,0,0
5707113,Östra Bränntjärnen,Brötarnas naturreservat,Berg,,62.863333,14.135853,0,0,200,,1,0,0
5707114,Västra Bränntjärnen,Brötarnas naturreservat,Berg,,62.862382,14.127697,0,0,100,,1,0,0
5707120,"Lilltjärnen, Myssjö",,Berg,,62.882662,14.052382,0,0,100,,1,0,1
5707150,Risåslokarna,"Risåsen, Myssjö",Berg,,62.903251,14.099472,0,0,250,,1,0,0
5707152,"Åbbåsbodlokarna, Myssjö",,Berg,,62.900804,14.088656,0,0,200,,1,0,1
5707158,"Lilltjärnen, Myssjö",,Berg,,62.910762,14.263881,0,0,100,,1,0,1
5707159,"Åstjärnen, Myssjö",,Berg,,62.910423,14.255123,0,0,150,,1,0,1
5707162,Svedjetäkten,"Persåsen, Myssjö",Berg,,62.912828,14.264681,0,0,150,,1,0,0
5707164,"Svedje, Myssjö",,Berg,,62.920035,14.310234,0,0,1000,,1,0,1
5707166,"Bäckebo, Myssjö",,Berg,,62.912186,14.105131,0,0,500,,1,0,1
5712672,Boters viltvatten,,Gotland,,57.481927,18.654667,0,0,300,,1,0,1
5714045,"Dalåsen, Berg",,Berg,,62.864501,14.294074,0,0,1000,,1,0,1
5718207,Tystberga skola,Tystberga,Nyköping,,58.844928,17.247860,0,0,50,,1,0,0
5718242,Stora Uttervik,,Trosa,,58.847186,17.544870,0,0,125,,1,0,1
5730376,Sudergarda badplats,Ajkesträsk,Gotland,,57.964415,19.225798,0,0,75,,1,0,0
5730377,Suderhagens badplats,Ajkesträsk,Gotland,,57.960913,19.228672,0,0,75,,1,0,0
5730430,Gamla fiskeläget,Botvaldevik,Gotland,,57.587106,18.798433,0,0,75,,1,0,0
5730501,Motionsspåret,Klintehamn,Gotland,,57.389252,18.216720,0,0,400,,1,0,0
5730502,Sicklingsudd,Robbjäns,Gotland,,57.380972,18.180752,0,0,150,,1,0,0
5730509,Klinte reningsverk,Robbjäns,Gotland,,57.379524,18.188315,0,0,50,,1,0,0
5730515,Klinte Återvinningscentral,Robbjäns,Gotland,,57.378948,18.188836,0,0,50,,1,0,0
5730518,Mattshagevägen,Robbjäns,Gotland,,57.377950,18.190786,0,0,100,,1,0,0
5730519,Näktergalsstigen,Robbjäns,Gotland,,57.379224,18.192852,0,0,100,,1,0,0
5732588,Södra hästhagen,Gesta gård,Strängnäs,,59.337532,17.179408,0,0,200,,1,0,0
5737209,St. Viskär,,Nyköping,,58.717963,17.514435,0,0,100,,1,0,0
5737210,L. Viskär,,Nyköping,,58.718005,17.510411,0,0,100,,1,0,0
5737295,Evedal,"Nynäs naturreservat, Nyköpingsdelen",Nyköping,,58.812436,17.378691,0,0,100,,1,0,0
5737296,Kalkugnarna,"Nynäs naturreservat, Nyköpingsdelen",Nyköping,,58.819022,17.378295,0,0,75,,1,0,0
5738006,"Storloken, Myssjö",,Berg,,62.893241,14.048070,0,0,200,,1,0,1
5738071,Mörtåtäkten,"Mörtån, Stugun",Ragunda,,63.170984,15.697871,0,0,300,,1,0,0
6003060,Trädparken,Larslunda,Strängnäs,,59.361360,17.021907,0,0,100,,1,0,0
6003492,Buskmarkerna Ö om flygplatsen,Frösön,Östersund,,63.185759,14.532217,0,0,300,,1,0,0
6005271,Myssjö,Södra Yngern,Nykvarn,,59.131654,17.401409,0,0,500,,1,0,0
6005274,Björkviksmossens Naturreservat,,Nykvarn,,59.141424,17.398822,0,0,300,,1,0,1
6005278,Bysta,,Nykvarn,,59.140742,17.384512,0,0,500,,1,0,1
6005851,Ruderatmark vid Örstig,Örstig,Nyköping,,58.727939,17.079812,0,0,50,,1,0,0
6005931,Stenbro änge,Sigrajvs,Gotland,,57.586581,18.266496,0,0,100,,1,0,0
6005933,Sigrajvs åkrar,,Gotland,,57.587371,18.259929,0,0,200,,1,0,1
6005935,Sigrajvs skog,,Gotland,,57.589696,18.250802,0,0,200,,1,0,1
6006331,Sydudden,Sysneudd,Gotland,,57.382841,18.883791,0,0,100,,1,0,0
6013387,Magistraten,Tjuvholmen,Nyköping,,58.742471,17.078519,0,0,75,,1,0,0
6013402,Tjuvholmens båtplatser,Tjuvholmen,Nyköping,,58.744308,17.090062,0,0,50,,1,0,0
6021928,Rosvalla,Brandholmen,Nyköping,,58.750143,17.038526,0,0,200,,1,0,0
6030687,Lövholmen,Stendörrens naturreservat,Nyköping,,58.744228,17.395768,0,0,100,,1,0,0
6030688,Aspnäset,Stendörrens naturreservat,Nyköping,,58.745916,17.393603,0,0,100,,1,0,0
6030689,Gubbsundet,Stendörrens naturreservat,Nyköping,,58.743902,17.388743,0,0,100,,1,0,0
6030690,Stora Krokholmen,Stendörrens naturreservat,Nyköping,,58.741623,17.389345,0,0,100,,1,0,0
6030691,Mellan Krokholmen,Stendörrens naturreservat,Nyköping,,58.740667,17.385051,0,0,100,,1,0,0
6030695,Utkikstornet,Stendörrens naturreservat,Nyköping,,58.746149,17.394196,0,0,100,,1,0,0
6050982,Beteshage vid Spårtorp,"Norasjön, Trosa Kommun",Trosa,,58.966483,17.519529,0,0,50,,1,0,0
6050983,Spårtorp,"Norasjön, Trosa Kommun",Trosa,,58.967733,17.513869,0,0,200,,1,0,0
6054477,"Lillkölahögen, Åre",,Åre,,63.576601,12.177733,0,0,1500,,1,0,1
6054483,Vargtjärnen,"Skalstugufjället, Åre",Åre,,63.621753,12.269882,0,0,400,,1,0,0
6054493,Hägglidfjället,"Skalstugufjället, Åre",Åre,,63.626857,12.239582,0,0,1000,,1,0,0
6055834,Borgsundet,Norra Mörkö,Södertälje,,59.052538,17.665307,0,0,300,,1,0,0
